Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)	CNN_affinity	CNN_score
9294	Z2677391182	CCN1C=C(C=N1)S(=O)(=O)N2CC3CN(CC3C2)C=4C=CC=CC4	-8.65209	6.39642	0.42091
9295	Z2961796382	COC1=CC=C2C=CC=CC2=C1CCNC(=O)C3(O)CCOCC3	-8.65206	6.17229	0.40724
9296	Z289001672	CC1=NN(C)C(C)=C1C(=O)NC=2C=CC(=CC2)NC(=O)CC(C)C	-8.65193	6.46971	0.6562
9297	Z729046588	COC=1C=CC=C(C1)CCNC=2N=CN=C3C=CC(C)=CC23	-8.6517	6.43233	0.70637
9298	Z1441312657	CN1CCCC2CN(CCC21)C(=O)C=3C=CC(=CC3)CNC(N)=O	-8.65169	6.83329	0.65353
9299	Z1424395878	CC1=NC(CC(C)C)=C(NC(=O)N2CCN(CC2)C=3C=CC(C#N)=CN3)S1	-8.65168	6.34801	0.45475
9300	Z235558564	COCCN1C(=O)C2=C(N=C3N(CCC=4C=CC=CC4)CC(C)CN32)N(C)C1=O	-8.65151	6.82885	0.45537
9301	Z324736226	CC=1C=CC(=CC1C)NC(=O)C2CCCN(C2)C=3C=NC=CN3	-8.65142	6.60379	0.49016
9302	Z166788222	O=C(NC=1C=C(Cl)C=CC1OC=2C=CC=CC2)C=3C=COC3	-8.65141	6.49854	0.63956
9303	Z1041113970	CC=1C=CC(Cl)=CC1N2N=CC=3C(=NC=NC32)N4CC(C)OC(C)C4	-8.65135	6.6171	0.5343
9304	Z1832864105	O=C(CC1=CC=C2OCOC2=C1)NC3=NC=C(S3)C(F)(F)F	-8.65126	6.32297	0.73693
9305	Z1929632975	CC(=O)N1C=2C=CC=CC2C[C@H]1C(=O)N3CC(=O)N(CC4CC4)C3	-8.65112	6.1678	0.30875
9306	Z231779360	C#CCOC(=O)C=1C=C(N=C2C1C=NN2CC3=CC=CO3)C=4C=CC=CC4	-8.65072	6.50467	0.63929
9307	Z2440422414	NCC(NC(=O)C1=CC(=CC=C1F)N2CCNC2=O)C3CC3	-8.65036	5.77557	0.68478
9308	Z52189742	CCN1N=NC=2C=C(C=CC21)C(=O)NCCC=3C=CC=CC3F	-8.65014	5.97752	0.4566
9309	Z86586992	COC=1C=CC=C(C1)CC(=O)NC2=NN=C(N2)C(F)(F)F	-8.65008	5.62972	0.78279
9310	Z295507420	CC=1C=CC=CC1CC(=O)NC=2C=CC(=NC2)N3C=CC=N3	-8.65004	6.60215	0.80905
9311	Z1689697907	CC1=NN(C)C=2N=CC(=CC12)C(=O)NC3=C(C)C(=NN3C)C(F)(F)F	-8.65001	6.24376	0.57493
9312	Z53039861	O=S(=O)(NC1CCCC1)C2=CC=3C=CC=CC3CC2	-8.64999	6.51605	0.58556
9313	Z1650758980	CC=1SC(CC2CC2)=NC1C3=CC=C4C(=C3)CC(=O)N4C	-8.64996	6.1848	0.58365
9314	Z2898000760	CCC(CC)(C(=O)O)C(=O)NC1CCN(CC1)C2=CC=CC=C2C#N	-8.64989	6.54809	0.48983
9315	Z21498205	C=CCN1C(=O)C=2C=C(CC)SC2N=C1SCC(=O)NC3=CC=C(Cl)C=N3	-8.64988	6.81783	0.61919
9316	Z21509773	CC=1C=CC=C(NC(=O)CSC2=NN=C(O2)C=3SC4=CC=CC=C4C3Cl)C1C	-8.64966	7.2535	0.65264
9317	Z212819612	CC=1C=CC=C(OCC(=O)N2CCC(CC2)NS(=O)(=O)C3=CC=CS3)C1C	-8.64962	6.55106	0.47808
9318	Z27678019	COC=1C=CC=2N=C(NC(=O)CSC(C)C(=O)NC=3C=C(C)ON3)SC2C1	-8.64959	6.459	0.62837
9319	Z1126805331	CCN(C(=O)C1CCC1)C(C=2C=CC=NC2)C3=CC=C(F)C(F)=C3	-8.64958	6.92176	0.49836
9320	Z137994072	O=C1NC(CN2CCCCC2CO)=NC=3C=C(Cl)C=CC13	-8.64957	5.83948	0.53529
9321	Z803859910	CN(C(=O)C=1C=CC(=CC1)N2CCCC(C2)C(N)=O)C3CCN(C)CC3	-8.64901	5.92899	0.47831
9322	Z2386508188	CC=1N=CN=CC1C(=O)N2CCN(CC2)C3(CCOC3)C(=O)O	-8.64844	5.40387	0.25142
9323	Z3687116512	C[C@@H]1COC[C@@](CO)(CNC(=O)C=2C=CC=CC2C=3C=CN=CC3)N1C	-8.64838	6.53594	0.24193
9324	Z2677388253	CC1=NC(=NO1)C(NS(=O)(=O)C=2C=CC=C(C)C2)C=3C=NN(C)C3	-8.64822	6.63781	0.59845
9325	Z1172235405	CC=1C=CC(=CC1)CN2N=CC=3C(=NC=NC32)NCC=4C=CC=CN4	-8.64816	6.92887	0.61569
9326	Z15964620	COC=1C=CC(=CC1Cl)N2C(=O)C=3C=CC=CC3N=C2SC4CCOC4=O	-8.64758	7.0362	0.54611
9327	Z96708273	CCN(CC1=CC=C(Cl)S1)C(=O)CN2C(=O)NC3(CCCCCC3)C2=O	-8.64728	7.18796	0.62449
9328	Z45989880	COC=1C=CC(C=CC2=NC=3SC=4CCCCC4C3C(=O)O2)=CC1OC	-8.64681	6.69013	0.75422
9329	Z18651976	CC1CCCC(C)N1C(=O)CSC2=NN=C(O2)C3=CC=CO3	-8.64677	5.60964	0.74351
9330	Z3400606450	O=C(N1CCOCC1)[C@]23C[C@@H]3[C@H](C2)N4C=C(N=N4)C=5C=CC=CC5 |&1:8,10,11,r|	-8.6467	5.79102	0.5162
9331	Z2949780561	CC1=C(C=NN1C=2C=CC=CC2)NC(=O)NC(C=3N=CC=CN3)C4CC4	-8.64664	6.35046	0.24564
9332	Z1023591538	COC=1C=C(C=CN1)C(=O)NCCC2=COC(=N2)C=3C=CC(C)=CC3	-8.64627	6.23347	0.57015
9333	Z216716876	CN1C=CN=C1C(NC(=O)C2CC2C=3C=CC(=CC3)C(F)(F)F)C=4C=CC=C(F)C4	-8.64622	6.87958	0.50419
9334	Z18391929	CC=1C=CC(F)=CC1NC(=O)COC(=O)CC=2C(F)=CC=CC2Cl	-8.64615	6.62373	0.58223
9335	Z1754610171	CC(C)C1=NOC(=N1)C(NCC=CC=2C=CC=CC2)C3CCOCC3	-8.6461	6.92088	0.49701
9336	Z2364699205	CC1(NC(=O)N(CCC2CCOC2)C1=O)C=3C=CC=4OCCOC4C3	-8.64606	5.89807	0.55508
9337	Z235353663	CC(SC=1N=C2C=3C=CC=CC3N=CN2N1)C(=O)O	-8.646	6.15375	0.68402
9338	Z1891182728	C1=NNC=2C=C(C=CC12)CC3=NOC(=N3)C4CCCOC4	-8.64584	6.13852	0.73493
9339	Z1503182037	CC1(C)CN(CCNC(=O)N2CCCC(CN3C=CN=N3)C2)CCO1	-8.64573	5.89544	0.33006
9340	Z91844478	CC(SC=1C=CC(Cl)=CC1)C2=NN=C(O2)C=3C=CC(=CC3)[N+]([O-])=O	-8.64565	6.45536	0.54376
9341	Z1754148304	CO[C@H]1C[C@H](C2=NN=C(C)O2)N(C1)C(=O)C3=CC=4CCCCC4S3	-8.64554	6.70501	0.57385
9342	Z2696432695	CO[C@@H]1CC(C2=NC=CN2)N(C1)C(=O)C=3C=CC4=NN=CN4C3	-8.64545	6.53237	0.53485
9343	Z30840856	O=C(CC=1SC(=NC1C2=CC=CS2)C=3C=CC=CC3)NC4CC4	-8.64534	7.01538	0.71594
9344	Z1386489612	CC=1C=CC(=C(F)C1)S(=O)(=O)NC2=CC(=NN2)C(C)C	-8.64516	6.62104	0.86742
9345	Z105564230	CC(C(=O)NCC1=CC=CO1)N2CCN(CC2)S(=O)(=O)C=3C=CC=CC3C#N	-8.64505	6.41295	0.46211
9346	Z1580815584	CCN1N=C(C)C(NC(=O)NC2CCC=3C=NNC3C2)=C1C	-8.64492	6.24441	0.74318
9347	Z92049555	CCCCN1N=NN=C1CN2C(=O)NC(CC=3C=CC=CC3)C2=O	-8.64458	6.48695	0.54374
9348	Z219732892	O=C(NC=1C=CC=CC1F)N2CCN(CCOC=3C=CC=CC3Cl)CC2	-8.6441	6.32543	0.41812
9349	Z1027829228	NC(=O)CC=1C=CC=CC1NC(=O)N2CCC3(CCCCC3)CC2	-8.64407	6.40065	0.39688
9350	Z2961199648	CC1(C)[C@@H](O)[C@H]2CCCN(C(=O)C3=CC=4C=NC=CC4N3)[C@H]21 |&1:3,5,21,r|	-8.64372	6.21539	0.44823
9351	Z117677426	CCC1C=2C=CSC2CCN1C(=O)C=3C=CC(=CC3)S(=O)(=O)NC4CC4	-8.64335	6.25381	0.33838
9352	Z2386773399	O=C(O)C1CN2C=NN=C2CN1C(=O)CC=3C=CC(=CC3)OC(F)(F)F	-8.64316	6.00084	0.50974
9353	Z224407286	NC=1N=CC=NC1C(=O)NCC=2C=CC=3OCCOC3C2	-8.64285	6.23256	0.86201
9354	Z188902912	CC1=NN(C(C)=C1NC(=O)CC2CCCC2)C=3C=CC=CC3	-8.64284	6.40277	0.57777
9355	Z905713904	CN1C(=NC=2C=CC=CC21)C3CCCN3C(=O)CCC4CCCO4	-8.64274	6.71176	0.47994
9356	Z1986886291	OC1CCOCC1C2CCCN2CC=3C=CC(=CC3)OC(F)(F)F	-8.64273	6.06039	0.25526
9357	Z64672823	CC=1N=C(NCC2=NN=C3C=CC=CN23)C=4C=5CCCCC5SC4N1	-8.6427	6.51855	0.55007
9358	Z1823971244	CC1CC(C=2C=CC=NC2)N(CC=3C=CC=C(O)C3)C1	-8.64268	6.27401	0.4887
9359	Z1867061219	O=C(NCC1(CC=2C=CC(F)=CC2)CCCC1O)C3CCCN(C3)C(=O)C4CC4	-8.64254	6.33691	0.19556
9360	Z27804856	O=C(CCNS(=O)(=O)C=1C=CC=CC1C(F)(F)F)NC=2C=CC(F)=CC2	-8.64252	6.02759	0.38163
9361	Z422268092	CC(OC=1C=CC=CC1)C(=O)NC=2C=CC(=CC2)OC=3C=NC=CN3	-8.64249	6.49782	0.56133
9362	Z1455353108	O=C(N1CCCC(C1)NC=2C=CC=CC2)C3(O)CCCCC3	-8.6422	5.46509	0.49795
9363	Z90098899	CCC(C)NC(=O)CSC=1C=CC(=CN1)S(=O)(=O)N2CCN(CC=3C=CC=CC3)CC2	-8.64197	6.89239	0.51718
9364	Z45684432	COC=1C=CC(=CC1OC)NS(=O)(=O)C2=CC=C3C=CC=CC3=C2	-8.64188	6.5828	0.44335
9365	Z296588680	O=C(NCCC=1C=CC=NC1)C2=CC=CN3CCS(=O)(=O)N=C23	-8.64175	5.5558	0.57478
9366	Z90726899	NC(=O)C=1C=CC(=CC1)NC(=O)C2=CSC(=N2)C=3C=CC=CC3	-8.6417	6.11493	0.53707
9367	Z2568551960	CC(C)(C)N1C=C(C=N1)CS(=O)(=O)C=2C=CC(=CC2)C=3C=CC=CC3	-8.6415	6.19281	0.48648
9368	Z3042543080	CN1C=CN=C1[C@@H]2CN(C[C@H]2N)C(=O)CC3=CSC(=N3)C4=CC=CS4	-8.64115	6.70433	0.45288
9369	Z2384589807	COC=1N=CC=C2C=C(C=CC12)NC[C@@H]3CCCO[C@H]3C4=NC=CN4C	-8.64115	6.28764	0.27427
9370	Z1572754447	OC1CC(C=2C=CC(F)=C(F)C2)N(CC3=CN=C4C=NC=CN34)C1	-8.64091	6.28414	0.27845
9371	Z223896944	CCOC=1C=CC=CC1C2=NC(=CS2)CC(=O)NC=3C=CC(C)=CC3Cl	-8.64073	6.76741	0.43699
9372	Z18380465	CC(SC=1N=CC=CN1)C(=O)NC=2C=CC(=CC2)OCC=3C=CC=CC3	-8.64069	6.94634	0.60299
9373	Z106849318	O=C(CN1CCC=2SC=CC2C1C3=CC=CS3)NC=4C=CC=CC4	-8.64063	6.95157	0.39117
9374	Z411093320	CC1CCN(CC1)C(=O)NC=2C=CC(=CC2)S(=O)(=O)N3CCCC(C)C3	-8.64063	6.54217	0.42714
9375	Z104387524	N#CC1(CCCC1)C(=O)N2CCN(CC2)C=3C=CC=CC3	-8.64053	6.24439	0.44776
9376	Z1443308701	O=C(C=1C=C(ON1)C=2C=CC=NC2)N(CC3CC3)C4=CC=CN=C4	-8.64014	6.63589	0.69381
9377	Z2801590686	CN1CCCCC(C(=O)NC2CCCN(C)C=3C=CC=CC32)C1=O	-8.64009	5.92748	0.12998
9378	Z2683052552	CC=1C=NC(CNC(=O)NC=2C=CC=3OCCOC3C2)=NC1	-8.63959	5.72227	0.86951
9379	Z815275720	CC1CC=2C=CC=CC2N1C(=O)NC=3C=NNC3	-8.63957	5.73275	0.69704
9380	Z2205741959	COC=1C=CC=2CN(CC3(CC3)C2C1)C(=O)C4=CC(Cl)=C(O)C(=C4)OC	-8.63946	6.41278	0.55526
9381	Z1862233510	CCN1C=C(C(=N1)C(=O)NC2CCC3(CCCCC3)CC2)[N+]([O-])=O	-8.63933	6.53011	0.44611
9382	Z1780403392	CC1=CC=2C=C(C=CC2N1)NC(=O)N(C)CC3(CO)CC3	-8.63888	5.35569	0.52562
9383	Z33452549	CC=1C=CC=C(C1)C(=O)NC=2C=CC(C)=CC2O	-8.63884	5.74126	0.60953
9384	Z3133469179	N[C@H]1C[C@H]2CC(C[C@@H]12)C(=O)NC=3C=C(C=CN3)N4CCNCC4 |&1:1,3,7,r|	-8.63882	5.76373	0.43764
9385	Z18083813	N#CC=1C=CC=C(C1)OCC(=O)NC(C=2C=CC=CC2)C=3C=CC=CC3	-8.63871	6.62308	0.44061
9386	Z2460727595	CC=1C=CC(=CC1)OC=2C=CC(=CC2)NC(=O)C3(CCOCC3)C(=O)O	-8.63846	6.1258	0.54997
9387	Z64782071	CN(C(=O)C1=CC(=NN1C=2C=CC=CC2)C3=CC=CS3)C4CCS(=O)(=O)C4	-8.63829	7.02955	0.44262
9388	Z56835679	O=C(O)C=1C=CC=CC1SCC2=CN3C=C(Cl)C=CC3=N2	-8.63829	6.4551	0.66206
9389	Z1386489372	CC=1C=CC(=CC1C(=O)O)S(=O)(=O)NC2=CC(=NN2)C(C)(C)C	-8.63822	5.56667	0.4533
9390	Z3093475698	CC(NC(=O)C1CCCC1)C(=O)NC2=CN(N=N2)C=3C=CC=CC3	-8.63812	6.73827	0.8303
9391	Z2989357704	CC1=NC(=CC(=N1)N[C@@H](CC=2C=CC=CC2)C(=O)O)C(F)(F)F	-8.63811	6.20165	0.52387
9392	Z1669496224	O=C(NC1=CC=2OCOC2C=C1Cl)N(CCO)C3CCCCC3	-8.63787	6.33209	0.64616
9393	Z2453909365	CC1=NC(CCN(C)C(=O)CC=2C=CC=3OCCCC3C2)=NO1	-8.63785	5.72345	0.4255
9394	Z144654780	O=C(CN1C=CC(=O)NC1=O)NC=2C=CC(Cl)=C(C2)C(F)(F)F	-8.63775	6.53666	0.70138
9395	Z199469022	COC=1C=CC=C(C1)C2=NN(C=C2CN(C)C(=O)CCC(=O)O)C=3C=CC=CC3	-8.63773	7.03381	0.46413
9396	Z370813700	CC(NC(=O)C=1C=CC(=CN1)C(=O)O)C=2C=CC(F)=C(F)C2	-8.63772	5.53311	0.53781
9397	Z56804796	CN1C(=O)C2=C(N=C(NCCC=3C=CC=CC3)N2CC=4C=CC=CC4)N(C)C1=O	-8.63737	7.35056	0.59484
9398	Z119762420	COC=1C=CC(=CC1)C(=O)NC2=NN=C(N2)C=3C=CC(C)=CC3	-8.63734	6.70179	0.83358
9399	Z986414774	CC1=CSC(=N1)C2CN(CC=3C=C(F)C=C4C=CC=NC34)CCO2	-8.6372	6.32011	0.38714
9400	Z1874300361	CC=1C=C2C(=NC=CN2N1)NC3CCCN(C4=CC=NN4C)C3=O	-8.6372	6.13018	0.51181
9401	Z1878996857	NS(=O)(=O)CC=1C=CC(=CC1)C2=NC(=NO2)C=3C=CC=CN3	-8.63707	6.19624	0.61297
9402	Z1666229216	O=C(CNC(CC=1C=CC=CC1)C2CC2)N3CC(=O)NC4=CC=CC=C43	-8.63702	6.7179	0.46309
9403	Z28107643	CC(C)N(C)S(=O)(=O)C=1C=CC(=CC1)NC(=O)CC=2C(F)=CC=CC2Cl	-8.63699	6.4551	0.44088
9404	Z287341454	COC=1C=CC(=CC1)COCC(O)CN2C=NC=3C=C(F)C(F)=CC32	-8.6369	6.36469	0.44148
9405	Z240722186	C#CC=1C=CC=C(C1)NC(=O)C=2C=CC(=CC2)OCC3CCCO3	-8.6368	6.24015	0.62642
9406	Z2041185490	CC(=O)N1CCC2=CC=C(C=C2CC1)S(=O)(=O)NC3=CNN=C3C	-8.63673	6.08297	0.5756
9407	Z2967667168	O=C(CN1CCN(CC1)C2=NN=C(CC=3C=CC=CC3)O2)NC4CC4	-8.6367	6.80733	0.60356
9408	Z1168409716	CC(C)C1=NOC(CCNS(=O)(=O)C=2C=CC=C3N=CC=CC23)=N1	-8.63663	6.62271	0.33794
9409	Z26325282	COC=1C=CC(C(N)=O)=C(C1)OCC=2C=CC=C(C2)C(F)(F)F	-8.63662	6.65794	0.66939
9410	Z247135170	O=C(NC1=NC=C(CC=2C=CC(Cl)=C(Cl)C2)S1)C=3C=NC=CN3	-8.63656	5.88766	0.55674
9411	Z31216069	CC1CCC2=C(C1)SC=3N=CN=C(NCC=4C=CC=CN4)C23	-8.63651	6.30166	0.33201
9412	Z2936913125	O=S(=O)(CCC(C=1C=CC=CC1)C(F)(F)F)N[C@@H]2C[C@H](O)C2	-8.6364	5.21474	0.32464
9413	Z1193314231	C1=CC=2C(=NC=NC2N1)N3CCCC(C3)C4=NC(=CN4)C=5C=CC=CC5	-8.63632	6.78314	0.43418
9414	Z2866903477	C#CCCC1(CCC(=O)NC2(CCOCC2)C3=CC=C(F)C=C3F)N=N1	-8.6359	6.68176	0.48809
9415	Z1490901410	CN(CC(=O)NCC1CCCO1)C2CCN(CC=3C=CC=CC3)CC2	-8.63571	6.256	0.54275
9416	Z1869743119	CC=1C=CC=2C=CC=C(C(=O)N(CCC(=O)O)C3CCOCC3)C2N1	-8.63571	6.22891	0.39913
9417	Z1411356756	CC=1C=CN(C)C(=O)C1NC(=O)C(C)OC=2C=CC(F)=CC2	-8.63569	5.68016	0.67331
9418	Z1894263955	COC=1C=CC=CC1C(CNC(=O)C2=NC=3C=CC=NC3S2)N4CCCCC4	-8.63568	6.79982	0.51056
9419	Z1528997453	CNC(=O)C=1C=CC=C(C1)OCC(=O)N2CCN3C(=O)NCC3C2	-8.63565	6.12702	0.56551
9420	Z1359882367	C1=CC(=CC(=C1)CN2CCCCC2)C3=NOC(CCC4CCOC4)=N3	-8.63561	7.10524	0.6339
9421	Z1139296785	CC1=NN=C2CN(CCN12)C(=O)CCN3C=CC=4C=CC=CC43	-8.63556	6.58103	0.49117
9422	Z1643956158	CC1CN(C(=O)NC=2C=CC=C(N2)C(N)=O)C3CCCCC13	-8.63554	6.37189	0.51684
9423	Z1942032069	CCN1C=C(C=N1)C2CCN(CC2)C(=O)CCC3=CC=CC(=C3)N(C)C	-8.63552	7.33992	0.66923
9424	Z278092124	CC(=O)NC=1C=CC(=CC1)S(=O)(=O)N2CCCC2C=3C=CN=CC3	-8.6355	5.84333	0.41422
9425	Z2390904141	CC1=NOC(CC2(O)CCCN(C2)C(=O)CCC=CC=3C=CC=CC3)=N1	-8.63535	6.38162	0.33966
9426	Z2055639937	O=C(O)[C@@H]1CN(C[C@H]1C(F)(F)F)C(=O)CC2=CNC=3N=CC=CC23	-8.63525	6.27418	0.49342
9427	Z2065082345	COC=1C=CC(=CC1)N2C=CC(=N2)C(=O)N3CCO[C@H](C)[C@H]3C(N)=O	-8.6346	6.35815	0.66914
9428	Z1939921380	NC=1C=CN=C(CN2CC(O)CC2C=3C=CC=CC3C(F)(F)F)N1	-8.63457	6.32576	0.22244
9429	Z2126894018	CC1(CC=2C=CC=CC2)CCCN1C(=O)NCC=3C=NN4C=CC=CC34	-8.63447	6.76394	0.39803
9430	Z2958004795	O=C(C=1C=CC(=NC1)OC(F)F)N2CCC(CC2)C=3C=CC=CN3	-8.63406	6.48239	0.50252
9431	Z646438296	CN1C=C(C=N1)NC=2N=C(N=C3C=CC=CC23)C4=CC=CS4	-8.63397	7.03351	0.73496
9432	Z2625731505	CN1CCOC(CNC(=O)C2=CC=CC=C2CN3C=CN=N3)C1	-8.63391	6.5623	0.60977
9433	Z1085054362	CC1=NN(C)C=C1C(C)NC(=O)NC2CCN(CC2)C=3N=CC=CN3	-8.63375	6.23365	0.38887
9434	Z1952149498	CC(=O)N1C[C@H](O)C[C@@H]1C(=O)NC=2C=CC(=CC2)OCC3CC3	-8.63367	5.08829	0.4589
9435	Z196142478	CN1C=CN=C1C(NC=2N=CN=C3C=CSC23)C=4C=CC=CC4	-8.63365	6.98301	0.58282
9436	Z2755459656	O=C(O)C=1C=NC=C(C1)C(=O)NCC2(CC=3C=CC(F)=CC3)CC2	-8.63364	6.12895	0.26629
9437	Z90550756	CC(=O)N1CCC(CC1)NC(C)C=2C=CC(Cl)=CC2Cl	-8.63364	5.86672	0.22278
9438	Z2451675322	COC=1C=CC(=CC1OC)CCN2CC(CC2=O)C(=O)NC3CCCNC3C	-8.6336	6.63908	0.30254
9439	Z57138905	O=C(O)C=1C=CC(=CC1)C2=NN=C(O2)C=3C=CC=CC3	-8.63354	6.17336	0.69268
9440	Z2327691461	O=S(=O)(NCC1=CC=CO1)C=2C=CC(=CC2)S(=O)(=O)NC3=CC=CN=C3	-8.63334	5.76934	0.63984
9441	Z133761002	O=S(=O)(C=1C=CC(Br)=CC1)N2CCN(CC2)C=3C=CN=CC3	-8.63257	5.78979	0.47719
9442	Z223948526	CCN1C(=NN=C1C2=CC=CO2)SC(C(N)=O)C=3C=CC(F)=CC3	-8.63232	7.02767	0.76211
9443	Z117704416	CN(CC=1C=NN(C1)C=2C=CC=CC2)C(=O)C=3C=CC(=O)NN3	-8.63222	6.67385	0.73105
9444	Z1720538704	CN(C)C=1C=CN=CC1C(=O)N2CCC3(C2)OCC4=CC=CC=C43	-8.63217	5.94872	0.18203
9445	Z1670895496	O=C(NC=1C=CC=CC1C=2C=CN=CC2)NC3(CO)CCOC3	-8.6315	6.21825	0.30776
9446	Z2506322171	CN1C=NC(=CC1=O)N2CCC(C)(C2)C=3C=CC(F)=CC3	-8.63131	5.78411	0.51733
9447	Z339999546	CS(=O)(=O)N1CCCN(CC1)C(=O)C=2C=CC=3C=CC=CC3N2	-8.63126	6.60187	0.4907
9448	Z839770224	O=C(CNC=1C=CC(=CC1)C(=O)NC2CCCCC2)N3CCCCC3	-8.63123	6.21776	0.32715
9449	Z2960906781	CC1(C)C(CNC(=O)C2=CC=CC(=C2)NC3=NC=CS3)C1(F)F	-8.63108	6.41792	0.59066
9450	Z29952913	CC1=CC=NC2=NC(=NN12)C(=O)NC3=NC(=CS3)C(C)(C)C	-8.6309	6.41758	0.94296
9451	Z736444058	COC=1C=C(C)C(=CC1C)S(=O)(=O)N2CCCCC2C	-8.63083	6.07683	0.43684
9452	Z1870119230	O=C(O)[C@H]1CCCCN1C(=O)C=2C=CC(=NC2)OC=3C=CC=CC3	-8.63078	6.18226	0.56388
9453	Z45690234	COC=1C=CC(=CN1)NS(=O)(=O)C=2C=CC(O)=C(C2)C(=O)O	-8.63067	5.84218	0.51079
9454	Z1313706061	N#CCC=1C=CC(=CC1)S(=O)(=O)NCCC=2C=CC=C(C2)C(=O)O	-8.63065	6.48509	0.42357
9455	Z1096604309	CC1=NNC(NC(=O)C=2C=NN(C2)C=3C=CC=CC3)=C1C	-8.63054	6.53526	0.76048
9456	Z1897083238	CC1=CC=C(O1)C2CCCCCN2S(=O)(=O)C(C)C(=O)N(C)C	-8.63052	6.67762	0.72624
9457	Z2637917356	CCN1CC(CC1=O)C(=O)NC=2C=CC=CC2NC=3C=CN=CC3	-8.63046	6.71262	0.50623
9458	Z3268542683	C[C@@H]1CC[C@H](CC1)NC(=O)C2(CC3=CN=NN3)CCOCC2	-8.63045	6.31771	0.43241
9459	Z2958193013	CCN1C=C(CC(=O)N2CCC=3C=C(F)C=CC3C2)N=N1	-8.6302	6.26197	0.69513
9460	Z46262041	O=S(=O)(C=1C=CC(F)=CC1)N2CCN(CCC=3C=CN=CC3)CC2	-8.63008	6.27025	0.44496
9461	Z928031920	CC1=NN(C)C=2N=C(C=C(C(=O)NCCC=3C=CC=C(O)C3)C12)C4CC4	-8.63005	6.65148	0.46903
9462	Z2170151869	O=C1CCC=2C=C(C=CC2N1)S(=O)(=O)N3CCN4C=NC=C4C3	-8.62992	6.23613	0.3459
9463	Z1129919278	CC=1N=C2C=CC=CC2=NC1NCC(O)COC3=CC=C(F)C(F)=C3	-8.62951	6.43392	0.3009
9464	Z254708090	CC=1C=CC(=CN1)C(=O)N2CCCC2C=3C=CC(F)=CC3	-8.62951	6.21494	0.49394
9465	Z1229995319	O=C(CCCC1=NC=2C=CC=CC2S1)N3CCC=4C=NC=CC43	-8.62948	7.04364	0.52072
9466	Z71388737	CC=1C=CN=C(C1)NC(=O)C=2C=CC(C)=CC2C	-8.62942	6.14672	0.62751
9467	Z1831797447	O=C(CN1CC(=O)NC1=O)NC2CCCN(C2)C=3C=CC(Cl)=CC3Cl	-8.62942	5.87131	0.5523
9468	Z27327758	CC1(CCS(=O)(=O)C1)NC(=O)CCC2=CC=C(O2)C=3C=CC=CC3	-8.62923	6.51117	0.44045
9469	Z1272382506	CC=1C=CC(=CN1)CCNC2=NC3=C(C=NN3C=4C=CC=CC4)C(=O)N2	-8.62903	6.82037	0.63633
9470	Z2498957474	CC=1N=C(C)N(N1)C2CN(C2)C(=O)COC=3C=CC(=CC3)CC(N)=O	-8.62892	6.44744	0.48128
9471	Z3799776233	CC1=NN=C(O1)[C@]23CC[C@H]2CCN3C(=O)C4=CC=C(CN(C)C)O4 |&1:6,9,r|	-8.62891	6.21024	0.24271
9472	Z2317714548	CC1=NC=2CCCC(C2S1)N(C)C(=O)C3=C(C)ON=C3C4CC4	-8.6289	6.3182	0.49436
9473	Z222978996	CCOC=1C=CC=2N=C(NC(=O)C3CC(=O)NC=4C=CC=CC43)SC2C1	-8.62856	6.77082	0.50757
9474	Z90735060	O=C(CN1CCN(CC1)C(=O)NC=2C=CC(Cl)=CC2)NC3CC3	-8.62845	5.6436	0.4288
9475	Z3016310123	CC=1NC=2C=CC=CC2C1C(=O)N3CCC(C3)C=4N=CC=CN4	-8.6284	6.12741	0.42684
9476	Z2407231179	O=C(CC1=NSC2=CC=CC=C12)N3CCOC4(CCOCC4)C3	-8.62836	6.60929	0.70278
9477	Z1891179752	CN1CC(CC1=O)C2=NC(CC=3C=CC=4C=NNC4C3)=NO2	-8.62834	5.87108	0.54129
9478	Z30004351	COC=1C=CC=CC1NS(=O)(=O)C=2C=CC=C(C2)NC(=O)CCC(C)C	-8.62823	6.72928	0.53545
9479	Z240149666	COC=1C=CC=C(C1)NC(=O)CC=2C=NN(C2)C=3C=CC=CC3	-8.62817	6.10147	0.65313
9480	Z2732435254	COC=1C=CC=C(C1)N(C(=O)COCC2CCCO2)C=3C=CC=CC3	-8.62793	6.83917	0.65252
9481	Z167822796	CC1=CC(C(=O)OCC=2N=C(N)C=3C=CC=CC3N2)=C(C)O1	-8.62786	6.44983	0.59213
9482	Z242621122	O=C(CSC=1C=CC=CC1C(=O)NC=2C=CC(=CC2)C(F)(F)F)NC3CC3	-8.62779	6.89221	0.3143
9483	Z2877676034	CN1CCCC1C=2C=C(NN2)C(=O)N3CCN(CC3)C(=O)N4CCCC4	-8.62772	6.68887	0.53259
9484	Z1754386911	CC(=O)NC1(CCN(C1)C2=NC(=NS2)C3CC3)C4=NC(C)=CS4	-8.62769	6.96187	0.71938
9485	Z1011660730	CC1=NOC(=N1)C(C)NC(=O)NC=2C=CC=C(C2)C(F)F	-8.62745	5.89688	0.77566
9486	Z1732804612	CCCOC1CCCN(CC1)C(=O)NC=2C=C(F)C(=CC2C)OC	-8.62733	5.93981	0.56841
