Rank	Ligand	SMILES	VinaAffinity	CNNscore	CNNaffinity
172	Z1339273832	CC=1C(=CC=CC1OCC(F)(F)F)NC(=O)NC2CCN(CC2)C3CCCC3	-10.57865	0.33207	6.10455
173	Z29056915	CCCCN1C(=O)NC(=O)C(=C1N)N(CC=2C=CC=CC2)C(=O)C=3C=CC=CC3F	-10.57152	0.87792	7.74571
174	Z352301928	CC1(C)CC(CC(C)(C)N1)NC(=O)N2CCC(CC=3C=CC=CC3)CC2	-10.57008	0.15323	6.24632
175	Z26482879	COC=1C=CC(=CC1)C(=O)NC=2C=CC(C)=C(C2)S(=O)(=O)NC3=CC=C(C)C=C3C	-10.56756	0.54938	7.0762
176	Z787343580	O=C(NC=1C=CC(F)=CC1)N2CCN(CC2)C(=O)C=3C=CC=4NC=NC4C3	-10.56611	0.4518	6.42921
177	Z97337445	O=C(NCC=1C=CC=CC1)C=2C=CC=C(C2)OCC3=NN=NN3C=4C=CC=CC4	-10.56367	0.81992	7.43868
178	Z2215385352	CC=1C=C(C=CC1NC(=O)N2CC3(CCC3)C2C=4C=CC=CC4)C(=O)N5CCCC5	-10.56019	0.44286	7.18333
179	Z1264584338	CC1(CCCN(C1)C(=O)C=2C=CC=CC2)C(=O)N3CCC4=CN=CN=C4C3	-10.55809	0.51686	7.01963
180	Z29216978	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NCC3=CN4C=CC=CC4=N3)C2=O	-10.55763	0.44715	6.80029
181	Z1578751971	CC1=CC(CS(=O)(=O)CC2=NN(C=3C=CC(F)=CC3)C=4CCCC24)=NO1	-10.55693	0.51362	6.52766
182	Z1571752262	O=C(C1=CN2C=CC=CC2=C1)N3CC(O)CC3C=4C=CC(F)=CC4	-10.55621	0.46113	6.65118
183	Z1665410031	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)N3CCN(CC=4C=CC=CC4)CC3	-10.5542	0.39074	6.54882
184	Z1335513289	CN1C(=O)CN(C(=O)C2=CSC(=N2)C=3C=CC=C(Cl)C3)C=4C=CC=CC41	-10.55381	0.60256	6.94469
185	Z735696264	COC(=O)COC=1C=CC=C(C1)C(=O)NC=2C=CC(=CC2)C3=NC=4C=CC=CC4O3	-10.55256	0.64001	6.73481
186	Z2627460771	CCN1CCO[C@H](CNC(=O)NC=2C=CN3C=C(C)N=C3C2)[C@H]1C=4C=CC=CC4 |&1:6,22,r|	-10.54704	0.42259	6.58803
187	Z62675116	O=C(NC=1C=CC=C(C1)S(=O)(=O)N2CCCC2)C=3C=CC=C4C=CC=NC34	-10.54688	0.48685	6.93989
188	Z2295265070	CC(C)C1=NC(=NO1)C2(CCCC2)NC(=O)NC=3C=CC(=CC3)C4CCOC4	-10.54605	0.41401	6.69108
189	Z2055142121	CC(C)(C)CC1=NC=2C=C(C=CC2O1)NC(=O)N3CCC(CC3)N4C=NNC4=O	-10.54238	0.42463	6.63294
190	Z1412908600	O=C(NC=1C=CC=CC1OC=2C=CC=CC2)C(=O)NC3CCC=4C=NNC4C3	-10.54184	0.74263	7.00628
191	Z409466758	CC1=C(NC(=O)NC(C)C=2C=CC(F)=C(F)C2)C(=O)N(C=3C=CC=CC3)N1C	-10.54085	0.49432	6.62421
192	Z146112300	CC(C)(C)OC(=O)N1CCCC(C1)C(=O)NC=2C=CC=3N=C(SC3C2)N4CCOCC4	-10.53747	0.60268	6.87814
193	Z18472461	O=C(CNC(=O)COC(=O)CN1C(=O)C=2C=CC=CC2C1=O)NC=3C=CC(F)=C(F)C3F	-10.53636	0.65668	6.62214
194	Z1537830445	O=C(NC1CCCN(C1=O)C=2C=CC=CC2F)C3=NNC4=CC=CC=C34	-10.53175	0.60899	7.01198
195	Z412480482	CC1OC=2C=CC(=CC2NC1=O)NC(=O)N3CCC4=CC=CC=C4C3	-10.5298	0.67747	6.56109
196	Z193271286	O=C(NC1=NC=2C=C(C=CC2N1CC3=CC=CO3)C(F)(F)F)C4CCS(=O)(=O)C4	-10.52926	0.55591	7.06545
197	Z126940736	O=C(CN1CCC(CC1)N2C(=O)NC=3C=CC=CC32)N4CCC5=CC=CC=C5C4	-10.52887	0.45151	6.88176
198	Z226608426	CC1=NC=2C=C(F)C=CC2C=C1C(=O)NCCCN3C(=O)NC4(CCCC4)C3=O	-10.52742	0.44846	6.69047
199	Z1227926164	COC=1C=CC(=CC1)C2=NC(C(=O)N3CCN(C)C=4C=CC=CC43)=C(C)O2	-10.5274	0.4812	6.52847
200	Z1067480100	CC1=C(C=NN1C=2C=CC=CC2)C(=O)NC3=CC=CC4=CC=C(C)N=C34	-10.52719	0.48179	6.75448
201	Z421939416	CC1=CC=2C=C(C=CC2N1)NC(=O)CCS(=O)(=O)C=3C=CC=4CCCC4C3	-10.52519	0.50863	6.84876
202	Z1433382790	O=C(CC=1C=CC(=CC1)C=2C=CC=CC2)N3CCC(CC3)N4CCCCC4=O	-10.52513	0.62731	6.91565
203	Z28561745	CN1N=C(C(=O)N2CCCC(C2)C3=NC4=CC=CC=C4S3)C=5C=CC=CC5C1=O	-10.52141	0.59951	7.21869
204	Z510841044	CC1=NC=2C=C(C=CC2O1)NC(=O)NCCN3CCC=4C=CC=CC4C3	-10.52125	0.45897	6.25146
205	Z988056542	O=C(NC=1C=CC=C(C1)C(=O)N2CCC=3C=CC=CC32)N4CCCC4	-10.51988	0.45112	6.52722
206	Z24591969	CC(=O)N(C1=NC(=CS1)CSC2=NN=C(O2)C=3C=COC3C)C=4C=CC=C(C)C4	-10.51925	0.78716	7.1385
207	Z2282850707	O=C(CN1CCC(=O)NC1=O)N2CCC=3C=CC(=CC3C2)C=4C=CC=CC4	-10.51285	0.69349	6.86816
208	Z1321355815	CC=1C=CC(=CC1N2CCOC2=O)NC(=O)N3CCN(CC3)C4=CC=CC=C4F	-10.5119	0.46225	6.48708
209	Z15671923	CC=1C=CC=C(C1)OC=2C=CC(=CC2)NC(=O)CN3C(=O)NC(C)(C3=O)C4CC4	-10.50985	0.71051	6.90582
210	Z200102066	CC=1C=CC2=C(C1)CCCN2C(=O)C3=CC=4C=CC(F)=CC4N=C3C	-10.50914	0.44568	6.87913
211	Z95807622	CC1=CC=NN1C=2C=CC(=CC2)C(=O)N3CCCC(C3)C4=NC5=CC=CC=C5S4	-10.50391	0.52023	7.17186
212	Z2144533843	CC1=C(N=NN1C=2C=CC=C3C=NC=CC23)C(=O)NC4CCCN(CC(F)(F)F)C4	-10.50367	0.5005	6.87283
213	Z1098453064	C#CC=1C=CC=C(C1)N(C(=O)C=2N=C(C)N(N2)C=3C=CC(Cl)=CC3)C(C)C	-10.50195	0.6635	7.36151
214	Z16108677	O=C(COC=1C=CC=2C=CC(=O)OC2C1)NC(=O)NC3CCCCC3	-10.50015	0.86329	6.19047
215	Z225705516	O=C(C=1N=C(C=2C=CC=CC2)N(N1)C=3C=CC=CC3)N4CCN(CC4)C5=NC=CS5	-10.49836	0.29417	6.81182
216	Z230480242	O=C(NC1CCN(CC1)C(=O)NC=2C=CC=CC2)C3=NNC(=O)C=4C=CC=CC34	-10.49053	0.52009	6.61371
217	Z56791957	CC1=NOC(NS(=O)(=O)C=2C=CC(=CC2)N3CC=4C=CC=CC4C3=O)=C1C	-10.489	0.65791	6.8992
218	Z15390474	CC1=NN(CC=2C=CC=CC2)C=3SC(=CC13)C(=O)OCC(=O)NC=4C=CC(=CC4)S(N)(=O)=O	-10.48563	0.70081	6.93602
219	Z15789233	O=C(CN1C(=O)NC(CC=2C=CC=CC2)C1=O)N3CCC(CC=4C=CC=CC4)CC3	-10.48453	0.1934	6.55
220	Z1233867584	CCC=1N=CC=2CCN(CC2N1)C(=O)C(C=3C=CC=CC3)N4CCCCC4=O	-10.48298	0.75757	7.51603
221	Z44489984	COC=1C=CC=C(C1)NC(=O)C(NCC=2C=CC=3OCOC3C2)C=4C=CC=CC4	-10.48295	0.6974	7.48241
222	Z105975994	CC(C)C=1C=CC(=CC1)C2=NOC(CN3CCN(CC3)C(=O)C=4C=CC=CC4)=N2	-10.47892	0.64707	6.82296
223	Z1972052433	CC1CCCCN1C(=O)C=2C=CC(=CC2)NC(=O)C=3N=NNC3C=4C=CC=CC4	-10.47735	0.67878	7.21992
224	Z1352554943	CCC1=NC(=NO1)C2(CCCC2)NC(=O)NC=3C=CC(=CC3)C=4C=CNN4	-10.47633	0.70242	6.90943
225	Z295740710	O=C(CC1=CNC=2C=CC=CC12)N3CCN4C3=NC5=CC=CC=C54	-10.47497	0.41252	6.99024
226	Z104344268	CC1=CC=CN2C(=O)C=3C=C(C(=O)NC=4C=CC(Br)=CC4)N(C)C3N=C12	-10.47353	0.68735	7.18111
227	Z45640363	O=S(=O)(NCC1=CC=CO1)C=2C=CC=C(C2)NS(=O)(=O)C3=CC=CC(=C3)C(F)(F)F	-10.47245	0.54034	6.82837
228	Z183990532	O=C(NC=1C=CC=CN1)C=2C=CC=C(C2)NS(=O)(=O)C3=CC(Cl)=CC=C3Cl	-10.47229	0.58862	6.97858
229	Z109713752	CC1=CC(C)=C(CNC(=O)C=2C=CC=3C(=O)N4CCCCCC4=NC3C2)C(=O)N1	-10.47163	0.72149	7.00963
230	Z30602134	CC=1C=CC(NS(=O)(=O)C=2C=CC(C)=C(C2)NC(=O)CC=3C=CC=CC3)=C(C)C1	-10.47029	0.46176	6.99691
231	Z192598842	O=C(CCC=1C=CC=2OCOC2C1)N3CCN(CC3)S(=O)(=O)C=4C(Cl)=CC=CC4Cl	-10.46949	0.48215	6.65733
232	Z196689774	O=C(CN1C=CC(=O)NC1=O)NCC2(CCCC2)C=3C=CC=4OCCOC4C3	-10.46621	0.59015	6.91293
233	Z2415858434	O=C(NCC1=CN2CCCCC2=N1)NC=3C=CC=CC3C4=NC=C5CCCCN45	-10.46531	0.5452	7.02175
234	Z123560144	O=C(C1=CC=2CCCCC2S1)N3CCCC(C3)C4=NN=C5C=CC(=CN45)C(F)(F)F	-10.46423	0.67074	7.41785
235	Z1346033348	CC=1C=CC(C)=C(C1)OCC(=O)N2CCCCC2C3=NN=C4CCCCN34	-10.46396	0.62226	7.17107
236	Z365853378	O=C(C=1C=CC(Cl)=C(C1)N2CCCC2=O)N3CCCC3C4=NN=C5CCCCCN45	-10.45838	0.60979	7.3697
237	Z110100184	CC1=NN(CC(C)C)C=2SC(=CC12)C(=O)NC=3C=CC=4OC(C)C(=O)NC4C3	-10.45826	0.6309	6.77443
238	Z2645306145	CN1C=CC=C(C(=O)N2CCCC2(C)CC=3C=CC(=CC3)OC(F)(F)F)C1=O	-10.45302	0.6361	7.34117
239	Z1273545269	CC(C(=O)N1CCCC=2C=C(F)C=CC21)N3N=NC(=N3)C=4C=CC=CC4	-10.44971	0.44708	6.68934
240	Z109737680	O=C(NCC1=CN(N=C1C=2C=CC(F)=CC2)C=3C=CC=CC3)C=4C=CC(=O)NN4	-10.44569	0.81699	7.523
241	Z32352674	O=C(CC1=COC=2C=CC=3C=CC=CC3C12)NC4CCN(CC=5C=CC=CC5)CC4	-10.44549	0.47	7.04675
242	Z30623030	CC1=C(OC=2C=CC=CC12)C(=O)N3CCC=4C=CC=CC43	-10.44521	0.58074	6.21786
243	Z31387597	O=C(NC=1C=CC=2OCOC2C1)C=3C=CC(=CC3)S(=O)(=O)NC4=CC=CC=C4Cl	-10.44225	0.64547	6.75173
244	Z1269444026	O=C(NC=1C=CC=C(C1)N2CCCNC2=O)C=3C=CN(N3)C=4C=CC(F)=CC4	-10.44093	0.49437	6.81385
245	Z28500466	CCCN(CC1=NC=2C=C(Cl)C=CC2C(=O)N1)C(=O)CC3=CC=CC=4C=CC=CC34	-10.43918	0.46002	7.48454
246	Z52466080	CS(=O)(=O)CC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)C3=NC4=CC=CC=C4S3	-10.43707	0.51025	6.86747
247	Z2620630515	CC1=NN=NN1C=2C=C(C=CC2F)NC(=O)N3CC(CC=4C=CC(C)=CC4)C3	-10.4361	0.73562	6.99501
248	Z319543606	CC=1C=CC2=NC(=CC(=O)N2C1)CNC=3C=CC(=C(C)C3)N4C=NN=N4	-10.43202	0.67215	6.62941
249	Z2718491478	CC1=C(C=NN1C=2C=CC=CN2)C(=O)NC3(CO)COC4=CC=CC=C4C3	-10.4266	0.54137	6.59644
250	Z198324094	O=C(NC=1C=CC=CC1O)C2=CC(=C(S2)N3CCOCC3)C=4C=CC=CC4	-10.4214	0.44075	6.64973
251	Z1246733894	CC1C=2C=CC=CC2CCN1C(=O)C=3C=CC=C(C3)NC(=O)N(C)C	-10.42021	0.56513	6.84844
252	Z1393523221	O=C(NC=1C=CC=CC1CN2CCC=3C=CC=CC32)N4CC[C@@H](O)C4	-10.41799	0.61296	6.97362
253	Z47748420	CC=1NC(=O)NC(C=2C=CC(Cl)=CC2)C1C(=O)NC3=CC=CC=C3C(F)(F)F	-10.41422	0.404	7.13371
254	Z222998410	O=C(NC1=CC=NN1CC=2C=CC=C(Cl)C2Cl)C3CC(=O)NC4=CC=CC=C43	-10.41174	0.54577	7.07609
255	Z1739560525	O=C(NC=1C=CC=C(C1)N2CCOC2=O)N3CCC(CC3)C=4C=CSC4	-10.41099	0.52706	6.35502
256	Z1708519320	O=C(CCN1C(=O)OC=2C=CC=CC21)N3CCC(C3)C=4C(F)=CC=CC4F	-10.40964	0.49178	7.13469
257	Z30492838	CC(CC(=O)NC=1C=CC(Cl)=C(C1)S(=O)(=O)N2CCOCC2)C=3C=CC=CC3	-10.40792	0.37403	6.52588
258	Z166797808	CC1=C(NC(=O)C=2C=CC(=NC2C)C=3C=CC=CC3)C(=O)N(C=4C=CC=CC4)N1C	-10.40539	0.30052	6.80331
259	Z1250966626	CC1CC1C(=O)NC=2C=CC(=CC2)C(=O)NC3=NC(=CS3)C=4C=CC(O)=CC4	-10.40325	0.51162	6.49303
260	Z112292432	CC1=CC(=NO1)NC(=O)C(C)OC(=O)C=2C=3CCCC3N=C4C=CC=CC24	-10.40041	0.56654	6.83946
261	Z65094237	CC=1C=CC(=CC1)C=2C=C(NC(=O)CN(C)CC3=NC=4C=CC=CC4C(=O)N3)ON2	-10.39996	0.73731	7.73112
262	Z1172000129	NC(=O)C1=CC(=NN1C=2C=CC=CC2)C(=O)NCC3=CC=CC=C3F	-10.39877	0.60001	6.73873
263	Z62880406	O=C(CN1C(=O)NC2(CCCC2)C1=O)NC=3C=CC=4N=C(SC4C3)N5CCOCC5	-10.39828	0.56531	6.88291
264	Z115075742	CC=1C=CC(=CC1)C2=NOC(CCC(=O)N3CCCC3C4=NC5=CC=CC=C5S4)=N2	-10.39768	0.57596	7.36991
265	Z410022038	O=C(NC=1C=CC=CC1N2CCCCC2)N3CCN(CC3)C=4C=CC=CC4O	-10.39701	0.20861	6.28579
266	Z27375424	CC=1C=CC=CC1N(C(=O)C2CCC2)C3=NC=4C=CC=CC4S3	-10.39354	0.87405	7.34313
267	Z2138805897	CC1=CC(C)=CC(=C1)C(=O)N2CCCC(C2)C(=O)NCC3=NOC=4CCCCC34	-10.38479	0.75016	7.20832
268	Z905860246	CC(=O)N(C)C=1C=CC(=CC1)NC(=O)C=2C=CC3=NC(C)=C(C)N=C3C2	-10.38309	0.69524	6.8325
269	Z1213741404	CC1CCCN(C1)S(=O)(=O)C=2C=CC=C(C2)C3=CSC(=N3)C=4C=CC=NC4	-10.38053	0.69683	7.33093
270	Z29352107	O=C(NC=1C=CC=2CCCC2C1)C=3C=CC=CC3S(=O)(=O)N4CCCCC4	-10.38014	0.36174	7.03913
271	Z110098274	CC1=C(OC=2C=CC=CC12)C(=O)NC=3C=CC=4OC(C)C(=O)NC4C3	-10.37705	0.60617	6.23925
272	Z942118368	CC(=O)NC(CC1=CNC=2C=CC=CC12)C(=O)NCC3=CC=4C=CC=CC4N3	-10.3756	0.37914	6.17558
273	Z286715276	CC=1SC(=NC1C=2C=CC(F)=CC2)NC(=O)CN3C=CC=C(C3=O)C(F)(F)F	-10.37518	0.51604	6.81103
274	Z1841639312	CC(C)C1=CC(=NN1C)C(=O)NC=2C=CC(=CC2)CC3=NN=C4CCCN34	-10.37383	0.62317	6.83624
275	Z1443257350	CC=1N=C(SC1C(=O)NC(C)C2=NN=C3CCCCN23)C=4C=CC=CC4	-10.37379	0.58015	6.77511
276	Z1903295400	CN1C=C(C=N1)[C@H]2OCCC[C@@H]2NC(=O)NC=3C=CC=4C=CC(=O)N(C)C4C3	-10.37232	0.63298	6.66898
277	Z223767358	CC1=NOC=2N=C(C=C(C(=O)NC=3C=CC=C(C#N)C3)C12)C=4C=CC=CC4	-10.37176	0.64026	6.84519
278	Z2003941108	CN1C(=O)C=CC=2C=CC(=CC21)NC(=O)NC3CCCC43CCOCC4	-10.37089	0.53911	6.51392
279	Z28713443	O=C(CSC1=NN=C(O1)C=2C=CC=CC2)NC3=NC(=CS3)C=4C=CC(F)=C(F)C4	-10.36991	0.6621	6.95663
280	Z28296824	CC1=NC=2C=CC(=CC2S1)NC(=O)C=3C=C(C(Cl)=CC3Cl)S(=O)(=O)N4CCOCC4	-10.36811	0.73692	7.51609
281	Z223222290	O=C(NC=1C=CC(Cl)=CC1)N2CCCC(C2)C3=NN=C4C=CC=CN34	-10.36712	0.69045	6.9037
282	Z167061520	CC=1C=CC(=NC1)NC(=O)C=2C=CC(=CC2)CN3N=NC4=CC=CC=C43	-10.36696	0.56764	6.78391
283	Z2397103653	CC1=CC(=NN1C=2C=CC(F)=CC2)C(=O)N[C@H]3C[C@@H](O)[C@@H]3N4C=CC=N4	-10.36648	0.36072	6.30542
284	Z1849598804	CC1=NOC(C)=C1CNC(=O)C=2C=NN3CCC(CNC(=O)C4=CC=CN=C4)CC23	-10.36545	0.75744	6.87358
285	Z2893976662	CC=1C=CC=C(N1)NC(=O)[C@@H](C=2C=CC=CC2)N3CC=4C=CC=CC4C3=O	-10.36527	0.58013	7.3796
286	Z29458909	COC=1C=CC(=CC1S(=O)(=O)N2CCCC2)C(=O)NC3=NC(=CS3)C=4C=CC=NC4	-10.36428	0.75448	7.44409
287	Z28429694	CC=1C=CC(=CC1)CNC(=O)C=2C=C(C=CC2C)S(=O)(=O)N3CCCCC3	-10.36368	0.56074	6.85797
288	Z19040365	COC=1C=CC=2C(=CC(=O)OC2C1)CN3N=NC(=N3)C=4C=CC=C(C4)C(F)(F)F	-10.36365	0.60335	7.1294
289	Z1412907763	O=C(NC=1C=CC=CC1OC=2C=CC=C(F)C2)C(=O)NC3CCC=4C=NNC4C3	-10.36323	0.72322	7.16479
290	Z222986298	O=C(NC1=NC(=CS1)C=2C=CC(F)=C(F)C2)C3CC(=O)NC=4C=CC=CC43	-10.36199	0.58756	6.96913
291	Z1478642804	CC=1C=CC=2C=C(C=CC2N1)C(=O)NC3=CC=NN3CC4=CC=CC=C4F	-10.35908	0.29343	6.50275
292	Z1626099971	C1=C(N=NN1C2CN(C2)C=3N=CN=C4SC=5CCCC5C34)C=6C=CC=CC6	-10.35439	0.56122	7.07476
293	Z28053271	O=C(NC=1C=CC=C(C1)N2C=NN=N2)C3=CC=C(COC=4C=CC(F)=CC4)O3	-10.35234	0.65659	6.59412
294	Z80432533	CC(=O)N1CC(OC=2C=CC=CC21)C(=O)NC(C)C=3C=CC(=CC3)N4C=CN=C4	-10.35005	0.52461	6.72488
295	Z934846240	O=C(NC=1C=CC=2N=CNC(=O)C2C1)C3(CCOCC3)C=4C=CC(Cl)=CC4	-10.34899	0.55461	7.12598
296	Z1027801902	COC=1C=CC=CC1CC2CCN(CC2)C(=O)NC=3C=CC=4N=C(C)OC4C3	-10.34765	0.52923	6.82038
297	Z146454206	O=C(C=1C=C(NN1)C=2C=CC=CC2)N3CCCC3C4=NN=C5C=CC=CN45	-10.34743	0.52085	7.115
298	Z57992437	COC=1C=CC(=CC1)C(=O)N[C@H](C(=O)NC2CCCC=3C=CC=CC32)C(C)C	-10.34407	0.53572	6.75347
299	Z106805420	CNC(=O)C1CN(CC(=O)NCC(=O)NC=2C=CC(F)=C(F)C2)C=3C=CC=CC3O1	-10.34386	0.46407	6.55342
300	Z1255787608	O=C(NC=1C=C(C=CC1F)N2C=NN=N2)C3CN(CC=4C=CC=CC4)CCO3	-10.34279	0.49996	6.50793
301	Z27896729	O=C(CCCN1C(=O)C=2C=CC=CC2C1=O)NC3=NC4=C(F)C=C(F)C=C4S3	-10.34007	0.64986	6.93441
302	Z1283172651	CC=1C=CC(=NC1)N2CCC(CC2)NC(=O)NC(C=3C=CC(F)=CC3)C4CCC4	-10.33748	0.58429	6.8078
303	Z926912244	CC=1C=CC(=CC1)CN(C(=O)NC=2C=NNC2)C3CCC4=CC=CC=C43	-10.33419	0.63121	7.1851
304	Z2709524020	CC(=O)N(C)C=1C=CC=C(C1)NC(=O)NC[C@@H]2CC3=CC=CC=C3CO2	-10.33298	0.48753	6.20387
305	Z739391422	C=1C=CC(=CC1)CC2=NOC(CNC=3C=CC(=CC3)C4=NN=NN4C5CC5)=N2	-10.33282	0.52067	6.76618
306	Z46338680	O=S(=O)(C=1C=CC=C(F)C1)N2CCN(CC3=NN=C(O3)C=4C=CC(F)=CC4)CC2	-10.33207	0.7264	6.97786
307	Z968049024	O=C(NC=1C=C(F)C=C(C1)N2CCOCC2)N3CCCC3C4CCCCC4	-10.33115	0.52968	6.92796
308	Z219272482	O=C(NC1CCN(CC1)C2CC(=O)N(CC=3C=CC=CC3)C2=O)C=4C=CC=CC4	-10.32943	0.45583	6.75602
309	Z88486428	CCN(C(=O)C=1C=CC2=C(C1)N=C(C)C(=O)N2CC)C3=NC=4C=CC=CC4S3	-10.32897	0.62452	7.28829
310	Z966218122	COC=1C=CC=C(C1)C2CCN(CC2)C(=O)CCN3C(=O)COC=4C=CC=CC43	-10.32801	0.50281	6.63357
311	Z1625890631	O=C(NC1=CNN=C1C2CCCN(C2)C(=O)NC=3C=CC=CC3)C4CCCC4	-10.32613	0.61623	7.02088
312	Z1868677181	CC=1C=CC(=CC1N2C(=O)NC(C)(CC=3C=CC=CC3)C2=O)N4C=NN=N4	-10.32331	0.62221	7.14969
313	Z409668292	O=C(CC1CCCC1)N2CCN(CC2)C(=O)NC3=CC=CC(=C3)C(F)(F)F	-10.32247	0.30458	6.16437
314	Z1974589833	O=C(NC=1C=CC(=CC1)N2C=CN=N2)N[C@H]3CC[C@H](C3)C(=O)N4CCCC4	-10.32152	0.64357	6.63107
315	Z91830428	O=C(COC(=O)C1=NNC(=O)C=2C=CC=CC12)N3CCN(CC3)C=4C=CC(F)=CC4	-10.31833	0.62467	6.42861
316	Z1994736669	CC(NC(=O)NC1C(=O)NCCC1C)C2=CC=C3C=CC=CC3=C2	-10.31732	0.56701	6.57423
317	Z1472745651	O=C(NC=1C=CC(=CC1)SC=2C=CN=CC2)C(=O)NC3CCC=4C=NNC4C3	-10.31525	0.52336	6.64364
318	Z226382694	O=C(NC=1C=CC=C(C1)C2=NN=C3CCCCCN23)C=4C=CC=5NN=NC5C4	-10.3142	0.73417	6.86901
319	Z1444113821	O=C(O)C=1C=CC(=CC1)C(=O)N2CCCCC2C3=NC(=NO3)C=4C=CC=CC4	-10.30795	0.40855	6.99729
320	Z225416352	O=C(NCC=1C=CC=CC1CN2C=CC=N2)C3=CNN=C3C=4C=CC(F)=CC4	-10.3054	0.59895	7.27177
321	Z90749407	O=C(CC1=CSC(=N1)C=2C=CC=NC2)NC=3C=CC=CC3CC=4C=CC=CC4	-10.30513	0.68245	7.10583
322	Z167536778	CC1=NC2=NC=NN2C(C)=C1CCC(=O)NC3=NC4=CC=C(C=C4S3)OC(F)(F)F	-10.30455	0.55612	6.94358
323	Z106851196	CC(NC(=O)CN1CCC=2SC=CC2C1C3=CC=CS3)C4=CC=C5OCCOC5=C4	-10.2983	0.66957	7.24743
324	Z188894538	O=C(NC=1C=CC=CC1)C2CCCN(C2)C(=O)C3=CC=CC(Cl)=C3	-10.29641	0.43942	6.5692
325	Z25096927	O=C(CSC1=NN=NN1C=2C=CC(O)=CC2)N(CC=3C=CC=CC3)C4CCS(=O)(=O)C4	-10.29562	0.31693	7.08441
326	Z46487144	O=C1NC(CN2CCCC(C2)C3=NC=4C=CC=CC4S3)=NC=5C=CC=CC15	-10.29483	0.66978	7.38292
327	Z4458223893	CN1C=CN=C1C2(CNC(=O)C=3C=CC(=CN3)OC=4C=CC=CC4)NC(=O)NC2=O	-10.29359	0.54674	6.93165
328	Z942116492	O=C(NCC1=CC=2C=CC=CC2N1)C=3C=CC(Cl)=CC3N4CCCC4=O	-10.29135	0.39104	6.74734
329	Z1478946260	CC=1C=CC=CC1OC2CCCCC2NC(=O)NC=3C=CC(=CC3)N4C=NC=N4	-10.29082	0.53512	6.73929
330	Z1002949994	O=C(CN1CCN(CC1)C=2C=CC=NN2)NCC3(CCCC3)C=4C=CC(F)=CC4	-10.28875	0.61564	6.89394
331	Z99494051	O=C(CCN1C(=O)OC=2C=C(Cl)C=CC21)N3CCC(CC3)C(=O)NCC=4C=CC=CC4	-10.28781	0.60137	6.82649
332	Z27361271	CC1=C(OC=2C=CC=CC12)C(=O)NC=3SC=4CC(C)CCC4C3C(N)=O	-10.28713	0.5518	6.66568
333	Z18934626	CC=1C(=NC=2C=CC=CC2C1C(=O)OC(C)C(=O)NC(N)=O)C3=CC=CC(Cl)=C3	-10.2849	0.58756	7.10455
334	Z62879629	O=C(NC=1C=CC=2N=C(SC2C1)N3CCOCC3)C4COC=5C=CC=CC5O4	-10.28437	0.70601	6.61431
335	Z285550126	C=1C=CC(=CC1)N2N=NN=C2CSCC=3C=CC=C4C=CC=CC34	-10.28295	0.46487	7.09352
336	Z435357542	CN(CC=1C=CC=CC1)C(=O)NC=2C=CC=C(C2)OCC3=CC=CC(C#N)=C3	-10.28283	0.79231	7.14842
337	Z2109233368	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)N3CCCN4C5=CC=CC=C5C=C4C3	-10.2813	0.51502	6.61421
338	Z1444019775	CC1(NC(=O)NC1=O)C=2C=CC=C(C2)NC(=O)C=3C=CC=C(C3)OCC(=O)O	-10.27958	0.56504	6.39729
339	Z217696324	O=C(C1=NN(C=2C=CC(F)=CC2)C=3CCCCC13)N4CCC=5C=CC=CC54	-10.27712	0.40562	7.05982
340	Z730764608	O=C(NC=1C=CC(=CC1)OC=2C=CC=CC2Cl)C=3C=CN=C(C3)N4C=NC=N4	-10.27698	0.70288	6.92489
341	Z1512278260	CCC=1C=C(N=CN1)N2CCCC(C2)NC(=O)NC3=CC=CC(=C3)C4=NC=CO4	-10.27651	0.61368	6.84619
342	Z412810776	CN(C)C(=O)C=1C=CC=C(C1)NC(=O)N2CCCC(C2)C3=NC4=CC=CC=C4O3	-10.27347	0.53074	7.07631
343	Z298646364	CC1=C(C=NN1C=2C=CC(Cl)=CC2)C(=O)N3CC=C(CC3)C4=CNC=5N=CC=CC45	-10.27342	0.50394	7.03523
344	Z2636057656	O=C(NC1CCCN(C=2C=CC=NC2)C1=O)C=3C=CC4=C(C3)NC(=O)N4C5CC5	-10.27332	0.83186	7.38995
345	Z89356284	COC=1C=CC(=CC1)C=2N=C(NC(=O)C=3C=CC4=C(C3)CCN4S(C)(=O)=O)SC2C	-10.2731	0.57791	7.05153
346	Z27689645	CC1=NOC(C)=C1COC=2C=CC=C(C2)C(=O)N3C4=CC=CC=C4CC3C	-10.27249	0.60625	6.97275
347	Z44604986	CC=1C=CC(=CC1)NC(=O)N2CCCC2C=3C=CC=4OCCOC4C3	-10.27192	0.60336	6.79429
348	Z2003560394	OC=1C=CC=C(C1)CN2CCOCC2C3=NC(=NO3)C=4C=CC=CC4	-10.27083	0.49662	6.88729
349	Z29731173	CC1=CC(=O)OC=2C=C(C=CC12)NC(=O)C=3C=CC(=CC3)C(F)(F)F	-10.27003	0.53281	6.18934
