Rank  Ligand               SMILES                                                                           Binding Affinity (kcal/mol) CNNscore   CNNaffinity
177   Z27224180            CC=1C(=CC=CC1N2C=NN=N2)NC(=O)CCCC3=NC4=CC=CC=C4C(=O)N3                           -7.28      0.00       2.60      
178   Z1183983796          O=C(NC=1C=CC=NC1)NC=2C=CC=C(C2)CS(=O)(=O)C3CCCCC3                                -7.28      0.00       2.65      
179   Z2710303696          COC1CCN(C1)[C@H]2CCC[C@H]2N(C)C(=O)NC=3C=C(ON3)C4(C)CCCC4 |&1:7,11,r|            -7.28      0.00       1.64      
180   Z234871602           C1=CC=C(C=C1)N2N=NN=C2N3CCN(CC4=CC=CC5=CC=CN=C45)CC3                             -7.28      0.00       2.09      
181   Z826958276           COC=1C=CC(=CC1)NC(=O)C2=NN=C(CN(C3CC3)C4CCC=5C=CC=CC54)S2                        -7.28      0.01       3.69      
182   Z1385384566          CC=1C=C(C)C=C(C1)C=2C=C(NS(=O)(=O)C=3C=CC=4NC(=O)C5=CC=CC3C54)NN2                -7.28      0.00       2.75      
183   Z2335360015          CC=1C=CC(=CC1F)N2CC(CC2=O)C(=O)N3CC4CCC(O)CC4C3                                  -7.28      0.00       2.90      
184   Z4119243449          CN1N=C(C(=O)NCCC2=NC(=NO2)C=3C=CC(Cl)=CC3)C=4C=CC=CC41                           -7.28      0.05       4.07      
185   Z70926228            O=C(NC1=NC(=CS1)C=2C=CC=3NC(=O)CC3C2)C=4C=CC(Cl)=CC4                             -7.28      0.00       1.91      
186   Z2015578374          CC(C)C1=NOC(=N1)[C@]23CCC[C@@H]3CN(CC4=NC=NN4C(C)(C)C)C2                         -7.28      0.00       1.34      
187   Z31996351            NC(=O)C=1C=CC(=CC1)NC(=O)C=2C=CC=C(C2)S(=O)(=O)NC3=CC=CC=C3Cl                    -7.28      0.02       3.01      
188   Z1559054327          CN(C(=O)C=1C=CC=C(C1)C2=NC=NN2)C3CC=4C=CC=CC4C3                                  -7.27      0.01       2.38      
189   Z338511558           CSC=1C=CC(=CC1[N+]([O-])=O)C(=O)NCC(=O)NCC=2C=CC(=CC2)C(C)C                      -7.27      0.49       4.19      
190   Z104333184           O=C(NCC1=CC=CS1)C=2C=CC=CC2NS(=O)(=O)C=3C=CC=4NC(=O)NC4C3                        -7.27      0.00       2.58      
191   Z3766993100          CC=1N=CC=C(N1)N2C[C@H]3CCN(C[C@H]3C2)C(=O)CCC4=CC=C5NC=CC5=C4 |&1:9,14,r|        -7.26      0.00       3.24      
192   Z2834500756          O=C1C=C(C=CN1)CN2CCC(CC2)C3=NC(=NN3)C=4C=CC=CC4                                  -7.26      0.00       1.36      
193   Z2277206521          O=C(CN1CCC[C@H]1CN2C=C(N=N2)C3CC3)NC4C5CC6CC(C5)CC4C6                            -7.26      0.00       2.04      
194   Z106907636           ClC=1C=CC=CC1C2=NN=C(CN3CCCCC3C4=NC5=CC=CC=C5S4)O2                               -7.26      0.00       3.63      
195   Z1817048874          O=C(NC(CO)CC1=CNC=2C=CC=CC12)C=3C=C(C=CN3)N4CCNC(=O)C4                           -7.26      0.00       2.99      
196   Z999505016           NC(=O)NCC=1C=CC(=CC1)NC(=O)C2CCC(CC2)NC(=O)CC3CCCCC3                             -7.26      0.00       2.72      
197   Z244413472           O=C(C1CC=CCC1)N2CCC(CC2)C3=NC=4C=CC=CC4N3                                        -7.26      0.02       2.87      
198   Z2035295710          COC1(CCN(CC1)C(=O)CNC=2C(C)=CC=CC2C)C3=NC(=NO3)C4CC4                             -7.25      0.00       2.09      
199   Z51909226            NC(=O)C=1C=CC=C(C1)NC(=O)CC=2C=CC=3CCCCC3C2                                      -7.25      0.37       4.78      
200   Z2418215822          CC=1N=CC=C(N1)NC(=O)C=2C=CC=C(C2)S(=O)(=O)N3CCC(CC3)C4=NC=CN4                    -7.25      0.00       3.03      
201   Z1188480072          O=C(NC1=NC(=CS1)C2=CC=CC=C2Cl)C3CCS(=O)(=O)CC3                                   -7.25      0.00       1.62      
202   Z1551429519          CC1=CC(C)=C(Br)C=C1S(=O)(=O)N2N=NC=3C=CC=CC32                                    -7.25      0.00       2.27      
203   Z223918888           CCCCC(SC1=NN=NN1C=2C=CC=CC2C)C(=O)NC=3C=C(C)ON3                                  -7.25      0.01       3.42      
204   Z729622626           O=C(NC=1C=CC=C(C1)OC=2N=CC=CN2)C=3C=C(ON3)C=4C=CC=C(Cl)C4                        -7.25      0.01       3.41      
205   Z1413053450          CC1=NN=C(O1)C=2C=CC(=CC2)C(=O)N(C=3C=CC=CC3)C4CCCC4                              -7.24      0.00       2.68      
206   Z220348622           O=C(C=1C=NN(C1)CC=2C=CC=CC2)N3CCC(CC3)C4=CNC=5C=CC=CC45                          -7.24      0.00       1.97      
207   Z51971055            CCN(CC1=NC=2C=CC=CC2C(=O)N1)C(=O)CC3=CSC(=N3)C=4C=CC=C(F)C4                      -7.24      0.00       2.76      
208   Z373986872           O=C(NC1=NC=C(S1)C=2C=CC=CC2)C=3C=CC=C(C3)NC(=O)C=4C=CC=NC4                       -7.23      0.00       3.06      
209   Z2957962446          O=C([C@H]1C[C@H]1C(=O)N2CCC=3C=NNC3C2)N4CCC=5C=NNC5C4                            -7.23      0.00       1.76      
210   Z730579284           O=C(C=1C=C(N=C2C1C=NN2CC=3C=CC=CC3)C=4C=CC=CC4)N5CCC(CC5)N6CCNC6=O               -7.23      0.00       1.70      
211   Z1137813929          CC(C)(C)C=1C=CC(=CC1)C2CCCN2C(=O)CC3=CSC(=N3)C4=NN=CN4                           -7.23      0.00       2.76      
212   Z87638518            O=C(NC=1C=CC(=CC1)N2C=NN=N2)C=3C=CC(Cl)=C(C3)S(=O)(=O)NC4CC4                     -7.23      0.00       3.30      
213   Z27740451            CC1=CC=C(C=C1C)CC(=O)NC=2C=CC(=CC2)S(=O)(=O)NC3=CC(C)=NC(C)=N3                   -7.23      0.00       3.99      
214   Z167254426           CC=1C=CC(=CC1)C2=NN=C(O2)C=3C=CC(=CC3)C(=O)NCCCN4CCCCC4                          -7.23      0.01       3.99      
215   Z31100785            O=S(=O)(C=1C=CC(Br)=CC1)N2CCN(CC2)C3=NN=NN3C=4C=CC=CC4                           -7.23      0.00       2.13      
216   Z57904685            O=C(C=1SC=2C=CC=CC2C1Cl)N(CC=3C=CC=CC3Cl)C4CCS(=O)(=O)C4                         -7.22      0.00       2.32      
217   Z797394106           CC=1C=CC2=NC(=CC(=O)N2C1)CS(=O)(=O)C(C)C(=O)N3C=4C=CC=CC4CC3C                    -7.22      0.36       5.03      
218   Z2482075275          O=C(O)C1=CN(N=N1)C2=CC=CC(=C2)NC(=O)[C@H]3C[C@H]4C=C[C@@H]3CC4 |&1:17,19,22,r|   -7.22      0.32       5.08      
219   Z146329330           CC(C)N1N=CC=2C=C(C=NC21)NC(=O)C=3C=CC=C(C3)S(=O)(=O)N4CCCC4                      -7.22      0.00       2.32      
220   Z2607678146          CC(C)(C)N1N=NC(=N1)C(=O)NC(CC=2C=CN=CC2)C(=O)O                                   -7.22      0.00       1.85      
221   Z166818906           CN1C=C(C=C1C(=O)NC2CCC=3C=CC=CC3C2)S(=O)(=O)N4CCOCC4                             -7.22      0.00       2.52      
222   Z1983891080          O=C(NC1CCC(CC1)N2CCCS2(=O)=O)N3CC[C@H]4CCCC[C@H]43                               -7.22      0.00       1.88      
223   Z225098374           O=C1NC(CN2CCC(CC2)C3=CNC=4C=CC=CC34)=NC=5C=CC=CC15                               -7.22      0.00       2.33      
224   Z2198987748          O=C(NCC12CC3CC(CC(C3)C2)C1)N4CCC5(CC4)CCS(=O)(=O)CC5                             -7.22      0.04       3.65      
225   Z193140974           CC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC4C=CC3C4                               -7.22      0.00       2.24      
226   Z317473518           O=S(=O)(NC=1C=CC=C(C1)OC2CCCC2)C=3C=CC=CC3F                                      -7.22      0.00       1.72      
227   Z2918951603          CN(CC1=NN=C2C=CC=CN12)S(=O)(=O)C=3C=CC=4NC(=O)C(C)(C)C4C3                        -7.22      0.00       1.93      
228   Z1275190041          CC=1SC(=NC1C=2C=CC=3CCCC3C2)NC(=O)C4=CC=CC(=C4)N5CCNC5=O                         -7.21      0.00       3.17      
229   Z3091731836          CC1=CC=CN2C=C(CNC(=O)C3(CC4=CN=NN4)CCC3)N=C12                                    -7.21      0.00       1.48      
230   Z145249430           O=C(O)C=1C=CC(=CC1)S(=O)(=O)N2CCC=3C=C(C=CC32)S(=O)(=O)N4CCCCC4                  -7.21      0.30       4.44      
231   Z30538181            O=C(NC=1C=CC(=CC1)S(=O)(=O)NC2=NC=CS2)C3CCCCC3                                   -7.21      0.01       3.12      
232   Z133857624           CC1=NN(CC=2C=CC=CC2)C(C)=C1CNS(=O)(=O)C=3C=CC=C(Cl)C3                            -7.21      0.00       2.01      
233   Z3690564975          CC1=NN(C=C1CNC=2C=CC=3NN=C(C(=O)O)C3C2)C=4C=CC(C)=CC4                            -7.21      0.00       2.04      
234   Z55889292            [O-][N+](=O)C=1C=CC(=CC1)NC2=NC=3C=C(C=CC3O2)S(=O)(=O)N4CCCCC4                   -7.21      0.00       1.44      
235   Z1772037632          CC=1C=CC(F)=C(C1)C=2C=C(NC(=O)C=3C=CC=C(C3)CS(N)(=O)=O)NN2                       -7.20      0.00       2.96      
236   Z1554263186          BrC=1C=CC=CC1CC=2N=NN(CC3=NOC(=N3)C=4C=CC=CC4)N2                                 -7.20      0.02       3.51      
237   Z30199897            O=C(NC1=NC=2C=CC=CC2S1)C=3C=CC(=CC3)S(=O)(=O)N4CCCCC4                            -7.20      0.00       2.14      
238   Z1696101200          CC=1C=CC=C(C1)S(=O)(=O)CCCN2C(=O)NC(C)(C2=O)C3CCCCC3                             -7.20      0.00       3.42      
239   Z2483102572          O=C(O)C=1C=COC1CN2C[C@H]3CCC[C@]3(C2)C4=NC(CC5CC5)=NO4                           -7.20      0.01       3.17      
240   Z4185521124          CN(C[C@H]1CCCCN1CC=2C=CC=CC2)S(=O)(=O)C=3C=CC=4NC(=O)NC4C3                       -7.20      0.00       2.29      
241   Z2608152852          CC=1C=CC(F)=C(C1)C2=NOC(=N2)C3CCC=4N=NN(C4C3)C5CCOCC5                            -7.20      0.00       3.04      
242   Z101493712           CCN(CC1=NC=2C=CC=CC2C(=O)N1)C(=O)C=3C=CC=C(C3)S(=O)(=O)N(C)OC                    -7.20      0.00       2.86      
243   Z1692722882          O=C(NC1=NC(=CS1)C2=CC=3C=CC=CC3O2)C4(CCOCC4)C5CC5                                -7.19      0.00       2.47      
244   Z383292860           CC=1C=CC=2C=C(C(=O)NC=3C=CC=C(C3)NS(C)(=O)=O)C(C)=NC2C1                          -7.19      0.01       3.24      
245   Z940954260           CS(=O)(=O)C=1C=CC=C(C1)NC(=O)N2CCC(CC2)C3=CC=CC4=CC=CC=C34                       -7.19      0.00       1.38      
246   Z1713511280          CC(CC(=O)NC(C1=NN=NN1)C=2C=CC(Cl)=C(F)C2)C3CCCCC3                                -7.19      0.00       1.63      
247   Z4185521062          NCC1=CN(N=N1)C=2C=CC=C(C2)CNC(=O)NC3CCN4CCCC4C3                                  -7.19      0.03       3.03      
248   Z2761204907          CCC=1N=NC(=C(C#N)C1CC)N2C[C@@H]3CCC[C@@]3(C2)C4=NN=C(C)O4                        -7.19      0.21       4.78      
249   Z1865954972          O=C(NC=1C=CC(Cl)=C(C1)N2N=NN=C2C3CC3)NC4CCC54CCCC5                               -7.19      0.00       2.11      
250   Z2155393860          CCC(OC1CCCCC1)C2=NC(CC(=O)NC3CCCCC3)=NO2                                         -7.19      0.00       2.69      
251   Z1357588886          CC1=NOC(=N1)C2CCN(CC2)C(=O)C3=NN(C=C3O)C4=CC=C(F)C=C4C                           -7.19      0.00       2.45      
252   Z26793206            CC(C)C(NS(=O)(=O)C=1C=CC=C(Cl)C1)C(=O)NC=2C=CC=3NC(=O)NC3C2                      -7.18      0.00       2.25      
253   Z4613786007          CC=1C=C(C)C=C(C1)C=2C=C(NC(=O)C=3C=CC(=CC3)CC(N)=O)NN2                           -7.18      0.00       2.15      
254   Z52794639            CC(NC=1C=CC=C(C1)CO)C(=O)NC=2C=CC(=CC2)CC3=NC=4C=CC=CC4S3                        -7.18      0.00       3.47      
255   Z1975021636          NC(=O)CNC(=O)NC=1C=CC=C(C1)NC(=O)C2=CC=3C=CC(Br)=CC3N2                           -7.18      0.05       3.39      
256   Z425005436           CC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=C(C2)N3C=CC(=N3)C(N)=O                           -7.18      0.00       3.13      
257   Z4002424265          CC1CC(CNC(=O)C2=CC=3C=NC=CC3N2)CN1C(=O)C4=COC(=N4)C5CC5                          -7.18      0.00       2.38      
258   Z2752945202          CC(C)C1=NC(=NO1)C2(CCCC2)NC(=O)C3CC43CCNCC4                                      -7.17      0.00       2.02      
259   Z89440370            CC=1C=CC=C(NC(=O)CNC(=O)C=2C=CC3=C(C2)CC(C)N3S(C)(=O)=O)C1C                      -7.17      0.01       4.31      
260   Z203581922           CN(C=1C=CC=C(Cl)C1)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC=3N=CC=CN3                       -7.17      0.01       3.14      
261   Z2936872645          O=C(O)C1C[C@H]2C[C@@H](NS(=O)(=O)C=3C=CC=4C=CC=CC4C3)[C@H]2C1 |&1:5,7,22,r|      -7.17      0.01       2.84      
262   Z30538555            CC=1C=CC=C(C1)OCCC(=O)NC=2C=CC(=CC2)S(=O)(=O)NC3=NC=CS3                          -7.17      0.01       4.19      
263   Z2608156269          C=1N=C2C=NC=CN2C1C3=NOC(=N3)C4CCC=5N=NN(C5C4)C6CCCC6                             -7.17      0.00       2.36      
264   Z29616552            CC1SC=2C=CC(=CC2NC1=O)C(=O)NC3=NC(=CS3)C4=CC(F)=CC=C4F                           -7.17      0.01       4.40      
265   Z2569533288          C[C@@H]1CC[C@H](CC1)NS(=O)(=O)C=2C=CC(=CC2)C(C)(C)C(=O)O                         -7.17      0.00       2.74      
266   Z1931134726          CN1CCCC(C)(C)C1CNC(=O)N2CCCC(C2)C3=CC=NN3                                        -7.17      0.00       2.36      
267   Z4500649913          C[C@H]1CC[C@@](C)(C(=O)N2C[C@@H]3C[C@H]2CN3CC4=NN=NN4C5CC5)C1(C)C                -7.16      0.00       2.42      
268   Z1999839324          CC1(C)CC=2C=CC=C(C2O1)S(=O)(=O)NC=3C=CC=4CCC(=O)NC4C3                            -7.16      0.00       2.86      
269   Z1919218566          CC1(CCCC1)C2=CC(=NO2)NC(=O)N3CCC(C3)NC=4C=CC5=NC=CN5N4                           -7.16      0.00       3.42      
270   Z367526268           CC1(NC(=O)NC1=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC(Cl)=C(Cl)C3                       -7.16      0.00       2.80      
271   Z1474170186          CC(C)(C)CC1=NOC=2N=C(C=C(C(=O)NC3CCC=4NC=NC4C3)C12)C5CC5                         -7.16      0.00       2.94      
272   Z238150310           O=C(NC1=NN=C(S1)C2CCCCC2)C3=CN=C4C(C=NN4CC=5C=CC=CC5)=C3                         -7.16      0.00       2.31      
273   Z785463572           O=S(=O)(C1=CNC=2N=CC=CC12)N3CCN(CC=4C=CC=CC4F)CC3                                -7.16      0.00       1.31      
274   Z89369667            CS(=O)(=O)N1CCC=2C=C(C=CC21)C(=O)NC3=NC(=CS3)C=4C=CC=CC4Cl                       -7.16      0.03       4.33      
275   Z26501865            CC=1C=CC(=CC1S(=O)(=O)N(C)C)NC(=O)CCNC(=O)C=2C=CC=CC2Cl                          -7.16      0.00       2.52      
276   Z1155233836          O=C(NCC1CCC(CC1)C=2C=CC=CC2)C=3C=CC=C(C3)CN4C(=O)CNC4=O                          -7.16      0.00       2.09      
277   Z1629559084          O=S(=O)(CC1CCCCC1)NC2CCCC3=CN(N=C32)C4CCCC4                                      -7.16      0.00       1.48      
278   Z2110224774          CC(CC=1C=NC=C2C=CC=CC12)C(=O)N3CCC(CC3)C(=O)N4CCCC(C)C4                          -7.16      0.00       2.68      
279   Z2234554017          N#CC1(CCCCC1)C2=NC(=NO2)C=3C=NC=C(C3)S(N)(=O)=O                                  -7.16      0.00       3.33      
280   Z3686446425          O=C(O)C=1C=NN(C1)CC2C[C@H](O)[C@H](C2)NC3CCC(CC3)=C4CCC4 |&1:11,13,r|            -7.16      0.01       2.40      
281   Z747306442           CN(CC=1C=CC=C(C1)C(N)=O)C(=O)NCC2=CN(CC=3C=CC=CC3)N=C2C=4C=CC=CC4                -7.16      0.00       2.71      
282   Z220424332           C1=CC2=NN=NN2N=C1NCC3(CCCC3)C=4C=CC=5OCCOC5C4                                    -7.16      0.01       4.36      
283   Z16526382            CC1=CC=C(NC(=O)CN2N=NC(=N2)C=3C=CC=CC3C)C(Br)=C1                                 -7.15      0.01       3.61      
284   Z19025353            O=C(CN1C(=O)C=NC=2C=CC=CC21)NC=3C=CC=C(C3)S(=O)(=O)N4CCCCC4                      -7.15      0.00       2.27      
285   Z3102851327          CC1=NC(CC2CCN(CC2)C(=O)NC3CC43CCCCC4)=NO1                                        -7.15      0.00       2.49      
286   Z2222802782          O=C(C1CCC(CC1)OCC2CCCO2)N3CCC(CC3)C=4C=CC(F)=CC4                                 -7.15      0.00       2.58      
287   Z319543632           CC1=CSC2=NC(=CC(=O)N12)CNC=3C=CC(=C(C)C3)N4C=NN=N4                               -7.15      0.01       3.85      
288   Z31811308            [O-][N+](=O)C1=CC=C(S1)C(=O)NC=2C=CC=C(C2)S(=O)(=O)NC=3C=CC=CC3Cl                -7.15      0.03       3.48      
289   Z2206164930          CC(C)N1C=C(N=N1)C(=O)N2CCN(CC2)C(=O)C3=CC=CC4=CC=CC=C34                          -7.15      0.05       3.55      
290   Z234896441           N#CCCNS(=O)(=O)C=1C=CC(=CC1)C(=O)N2N=C(N)C3=CC=CC=C32                            -7.15      0.49       4.24      
291   Z1083145436          CCC=1C=CC(Cl)=C(CC)C1NC(=O)NC(C2=NC(=NO2)C=3C=CC=NC3)C(C)C                       -7.14      0.03       3.54      
292   Z2479865121          CC1=NN2N=C(C=CC2=N1)NC3CCN(CC4=CC=CC(C#N)=C4)CC3                                 -7.14      0.02       2.95      
293   Z228050076           O=C(C1CC(=O)NC=2C=CC=CC21)N3CCN(CC3)S(=O)(=O)C4=CC(Cl)=CC=C4Cl                   -7.14      0.00       3.23      
294   Z410529276           CC1=CC(CN2CCN(CC2)C(=O)NC3=CC=C4CCCC4=C3)=NO1                                    -7.14      0.00       2.31      
295   Z4092829772          COC12CC3CC(CC(CNC(=O)C4(CC5=CN=NN5)CCOCC4)(C3)C2)C1                              -7.14      0.03       3.78      
296   Z3687016674          O=C(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)C=3C=CC=C(C3)CN4C=CN=N4 |&1:3,13,r|           -7.14      0.00       2.50      
297   Z605713372           CC1=NC(=NN1)C=2C=CC=C(C2)NC(=O)C3=CN(N=N3)C4=CC=CC(Br)=C4                        -7.14      0.00       3.41      
298   Z109613768           CN(CC(=O)N1CCN(CC=2C=CC=CC2)CC1)C(=O)C3CCCN(C3)C(=O)NC=4C=CC=CC4                 -7.14      0.00       1.21      
299   Z91038739            CC1=NOC(C)=C1COC=2C=CC(=CC2)CC(=O)NC(C)C3=CC=4C=CC=CC4O3                         -7.14      0.00       2.41      
300   Z1535148501          NS(=O)(=O)C=1C=CC(Br)=C(C1)C(=O)NC=2C=CC=3CCNC(=O)C3C2                           -7.14      0.00       2.99      
301   Z1335066623          ClC=1C=CC(=CC1)CC2=NOC(CC3CC4CCC(C3)N4)=N2                                       -7.13      0.00       1.95      
302   Z1022557464          CC1=NN(C)C(C)=C1CC(=O)N2CCC(CC2)C3=NC(=NO3)C4=CC=CC=N4                           -7.13      0.00       3.32      
303   Z82835253            O=C(NC1CCSC=2C=CC=CC21)C=3C=CC=C(C3)S(=O)(=O)NCC4CCCO4                           -7.13      0.02       2.66      
304   Z219428906           CC(C(=O)NC1CC1)N2CCN(CC2)C=3N=C(N=C4C=CC=CC34)C=5C=CSC5                          -7.13      0.00       3.13      
305   Z2038273895          CC=1C(=NOC1NS(=O)(=O)C=2C=CC=3OCCCC3C2)C4CCCCC4                                  -7.13      0.00       1.97      
306   Z2952263716          CC1=NC(CC2CCN(CC2)C(=O)NC=3C=CC=4CCCC4N3)=NO1                                    -7.13      0.00       2.12      
307   Z165563372           NC(=O)C=1C=CC(=CC1)CSC2=NN=C(O2)C3=CNC=4C=CC=CC34                                -7.13      0.00       2.30      
308   Z1989868991          CC1(C)[C@@H]2CCC31CS(=O)(=O)N(CC=4N=CN(N4)C=5C=CC=CC5)[C@H]3C2                   -7.13      0.00       1.83      
309   Z16526210            CC=1C=CC=CC1C=2N=NN(CC(=O)NC=3C=CC(F)=C(Cl)C3)N2                                 -7.13      0.00       2.75      
310   Z51619260            CC(C)C=1C=CC(=CC1)C=2N=NN(CC(=O)N3CCN(CC3)C(=O)C4=CC=CO4)N2                      -7.13      0.00       2.26      
311   Z2225173669          CC=1C=C(NN1)N2CCC(CC2)NC(=O)C(C)(C)C3=CSC(=N3)C=4C=CC=CC4F                       -7.13      0.00       2.17      
312   Z408829260           O=C(CCNC(=O)C1=NNC2=CC=CC=C12)NC3CCS(=O)(=O)C3                                   -7.13      0.01       2.30      
313   Z131649508           O=C(CN1N=NC=2C=CC=CC2C1=O)N3CCC(CC3)C(=O)NC=4C=CC=CC4                            -7.13      0.00       2.57      
314   Z185238608           CC1=NC(=CS1)C=2C=CC3=C(C2)CCN3CC(=O)NC=4C=CC=C(C4)S(N)(=O)=O                     -7.13      0.01       3.32      
315   Z30222574            O=C(CCC=1C=CC=CC1Cl)NC=2C=CC(=CC2)S(=O)(=O)N3CCCC3                               -7.13      0.00       2.45      
316   Z57905343            CC(C)(C)C=1C=CC(=CC1)CN(C(=O)C=2C=CC(Cl)=CC2)C3CCS(=O)(=O)C3                     -7.13      0.00       1.94      
317   Z225100104           CC(C(=O)NC=1C=CC(=CC1)C(N)=O)N2CCC(CC2)C3=CNC=4C=CC=CC34                         -7.13      0.00       1.96      
318   Z2504928140          CC(NC(=O)NCC1CC=2C=CC=CC2O1)[C@@H]3C[C@H](C(=O)O)C3(C)C |&1:16,18,r|             -7.13      0.00       1.73      
