Rank	LigandID	SMILES	AutoDockAffinity(kcal/mol)	GNINAaffinity(kcal/mol)	CNNscore
198	Z2776673031	CC1CN(CC(=O)N1C)C(=O)C=2C=CC=C(C2)OC=3C=CC=CN3	-6.160000	6.286740	0.859620
199	Z2837582166	OC(CC=1C=CC(F)=CC1)CN2CCOC(CN3C=CN=N3)C2	-5.120000	5.851810	0.859570
200	Z32004227	O=C(NCC1CCCCC1)C2=NNC(=O)C=3C=CC=CC23	-6.060000	5.899030	0.859230
201	Z46237390	COC=1C=CC(=CC1F)CN2CC(=O)NC=3C=CC=CC32	-5.440000	6.324140	0.859150
202	Z2234617719	COC=1C=CC(=CC1C)CN2C(=O)NC(C)(C2=O)C3=CC=CO3	-5.010000	6.149590	0.858970
203	Z226482770	CC1C=2C=CSC2CCN1C(=O)CN3N=NC=4C=CC=CC43	-6.510000	6.648080	0.858830
204	Z2158332849	O=C1CCCN1CC=2C=CC=C(C2)C3=NOC(=N3)C4=CC=NN4CC(F)F	-6.220000	6.734760	0.858490
205	Z1603548014	O=C(O)COC=1C=CC=C(C1)CNC(=O)C2CC2C3CC3	-5.370000	6.183740	0.857880
206	Z1393913675	CC=1C=CC(NC(=O)NC(C)C=2C=CC=3NC(=O)CCC3C2)=C(C)N1	-6.180000	7.039880	0.857780
207	Z2099091217	CCC1CN(CC(C)S1(=O)=O)C(=O)NCCC2=NC=3CCCCC3S2	-7.280000	6.451320	0.857740
208	Z223060130	NC(=O)C1=CC=C(N(CC=2C=CC=C(F)C2)C1=O)C(F)(F)F	-4.080000	6.172020	0.857650
209	Z1318527634	N#CC=1C=CC=C(C1)NC(=O)N2C[C@H](O)[C@H](O)C2	-4.550000	4.239860	0.857580
210	Z14222797	CCC1(NC(=O)N(CC=2C=CC(F)=CC2)C1=O)C=3C=CC(F)=CC3	-5.290000	6.181080	0.857280
211	Z2402895388	CC(=O)N1CC(C1)OCC(=O)N(CC=2C=CC=C(F)C2)C(C)(C)C	-5.170000	6.376440	0.857260
212	Z115639146	O=S(=O)(NC=1C=CC=C2C=CC=NC12)C=3C=CC(F)=CC3	-5.560000	6.238030	0.857120
213	Z1650776075	O=C1NC(=NC=2C=C(F)C=CC12)C=3C=C(C=CN3)OCC(F)F	-4.370000	6.185860	0.856860
214	Z193187940	CC(=O)NC=1C=CC(C2=CSC(=N2)NC(=O)C(C)C)=C(F)C1	-5.800000	6.278980	0.856780
215	Z991006624	CC1(C)COCCN1CC2=NC=3C=CC=CC3NC2=O	-5.700000	5.742880	0.856750
216	Z1278902566	CCN1C=C(C=N1)C2=NC(=NO2)C=3C=CC=C(C3)OC	-5.360000	5.416760	0.856680
217	Z333745652	O=C(NC=1C=CC=C(C1)OCC=2C=CC(F)=CC2)C=3C=NC=CN3	-4.860000	6.444490	0.856670
218	Z1335820489	CC=1C=C(F)C=CC1S(=O)(=O)NC=2C=C(ON2)C=3C=CC=CC3	-6.800000	6.073760	0.856640
219	Z1683335414	CC=1C=CC=C(C1)CC2=NOC(=N2)C3=CC(C#N)=CN3	-5.960000	5.933480	0.856570
220	Z16035655	CC=1C(Cl)=CN=C(NC(=O)COC(=O)C2=CC=CN2C)C1Cl	-5.010000	6.804210	0.856540
221	Z2172013896	CC1=CC(=NN1C2CCCCC2)NC(=O)NC3CCCC=4OC=CC43	-6.190000	6.675380	0.856320
222	Z1764305219	CC1(CN2C=C(N=N2)C3=NC(COC=4C=CC=CC4F)=NO3)COC1	-6.350000	6.404290	0.856200
223	Z2442431699	CC(C)CC(N)C1=NOC(=N1)C=2C=CC=C(C2)N(C)C	-6.100000	5.884700	0.855810
224	Z3212741578	CC(C)COC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=C(N2)C=3C=CC=NC3	-6.140000	6.453690	0.855480
225	Z88898954	COC=1C=CC(C)=CC1S(=O)(=O)NC=2C=CC=NC2	-5.210000	6.267660	0.855370
226	Z3602413578	CC(C)C1=NSC(=N1)NC(=O)N2CCOC(C)C2	-5.190000	4.858090	0.855270
227	Z994020466	CC=1OC=CC1C(=O)NC=2C=C(F)C=C(C2)N3CCCC3	-5.460000	5.368840	0.855020
228	Z1536945859	CN1C=CN=C1C2=NOC(=N2)NCC=3C=C(F)C=CC3F	-5.400000	5.654070	0.854810
229	Z1815381577	O=C1NC2(CCOC2)C(=O)N1CC=3C=CC(F)=C(Cl)C3	-5.180000	6.461210	0.854630
230	Z1103661806	O=C(NC1=CC(=NN1)C2CC2)C=3C=CC(=O)N(N3)C=4C=CC(F)=CC4	-6.310000	6.758040	0.854590
231	Z333691266	CC=1C=NC(=CN1)C(=O)N(C)C(C)C=2C=CC(Cl)=CC2Cl	-5.080000	6.697240	0.854570
232	Z26326571	COC=1C=CC=C(C(N)=O)C1OCC2=CN3C=C(Cl)C=CC3=N2	-4.890000	6.818440	0.854470
233	Z86622442	CC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)C(=O)NC=3C=CON3	-6.600000	6.678720	0.854470
234	Z2776072500	CC1CN(C1)C(=O)CC2=NN=C(O2)C=3C=CC=CC3	-5.990000	5.341150	0.854290
235	Z164818006	O=C(NC=1C=CC=C2N=CC=CC12)C=3C=CC=C(C3)OCC4=CSC=N4	-5.850000	6.429310	0.854230
236	Z1341590320	BrC=1C=CC(=CC1)C=2C=CC(=CC2)OC3=NC=CN4N=NN=C34	-6.150000	5.762870	0.853960
237	Z132769032	CC(NC=1C=CC=2SCC(=O)NC2C1)C(=O)NC=3C=CC(Br)=CC3	-6.730000	7.190350	0.853840
238	Z2996147890	CC=1C=CC=C(N1)N(C)S(=O)(=O)C2=CSC=C2C(F)F	-4.970000	6.464440	0.853830
239	Z4661212900	CC(C)C(C)CC(=O)NC1CCN(C1)C(=O)C2=CC=CC3=CN=CC=C23	-5.990000	7.332250	0.853750
240	Z160741302	COC=1C=CC(=CN1)C(=O)NC(C)C2=NN=C3C=CC=CN23	-5.010000	6.375140	0.853610
241	Z1102723471	C#CC=1C=CC=C(C1)N(C)C(=O)C=2C=NN3C(=CC=NC23)C=4C=CC=CC4	-6.480000	7.038490	0.853550
242	Z2838164995	CC(C=1C=CC=C(O)C1)N(C)C(=O)C2=CN=C(O2)C3CC3	-5.520000	6.659490	0.853540
243	Z356373638	O=C(COC=1C=CC=C(C1)C2=NN=CO2)NC=3C=CC=C(C3)C(F)(F)F	-5.190000	5.331460	0.853140
244	Z24102800	COCCN1C=NC2=C1C(=O)N(CC(=O)N3CCC4=CC=CC=C43)C(=O)N2CC=5C=CC=CC5	-6.260000	7.184750	0.852990
245	Z3338977966	COCC1=CC(CN2C(=O)NC(C)(C2=O)C=3C=CC(Cl)=CC3)=NO1	-6.340000	6.867270	0.852570
246	Z13869715	O=C1NC2(CCCCCC2)C(=O)N1CCCC=3C=CC=CC3	-3.660000	5.913190	0.852450
247	Z13601013	O=C1NC2(CCCC=3C=CC=CC32)C(=O)N1CC4=CC=CC(Cl)=C4	-6.120000	6.761500	0.852280
248	Z29826566	CC=1C=C(F)C=CC1NC(=O)C=2C=CC(=O)NN2	-4.510000	5.830370	0.852060
249	Z111875048	CCOC=1C=C2N=C(OC(=O)C2=CC1OCC)C3=CC=C(F)C=C3F	-4.490000	6.532360	0.851840
250	Z19649210	CC1=NC=2C=CC=CC2N1CC(=O)NC=3C=CC=C(C)C3C	-5.370000	6.449590	0.851240
251	Z4407849951	N/A	-6.800000	7.434140	0.851230
252	Z1587538693	CCC1(NC(=O)N(CC2=CC=NN2C)C1=O)C=3C=NN(C)C3	-5.090000	6.624090	0.851160
253	Z63426385	CCCCC1=NN=C(NC(=O)C=2C=CC=C3C=CC=NC23)S1	-5.710000	6.569100	0.850920
254	Z112417954	CC(OC(=O)C1=CC=2CCCC2S1)C(=O)NC=3SC=CC3C(N)=O	-5.750000	6.238980	0.850810
255	Z1839837276	CC=1C=CC=C(N1)N(C)C(=O)C2CCCOC2C	-4.880000	6.339230	0.850710
256	Z119746284	COC=1C=CC(=CC1OC)C2=NN=C(NC(=O)C=3OC4=C(F)C=CC=C4C3C)N2	-5.500000	6.676520	0.850690
257	Z230308460	CC1CN(CC2=CSC(=N2)NC(=O)C3=CC=CO3)CC(C)O1	-5.230000	5.478440	0.850660
258	Z164952270	CC1=NC(=CS1)C2=CC=C(CNC(=O)C=3C=CC=4NN=NC4C3)O2	-6.460000	5.859100	0.850580
259	Z29425019	CC=1C=CC=CC1OCC(=O)NC2=NN=C(O2)C=3C=CC(Cl)=CC3	-6.540000	6.064040	0.850570
260	Z1124056324	CN1N=C2CCCC2=C1NC(=O)C=3C=CC4=C(C3)N=NN4C	-5.690000	6.122500	0.850320
261	Z343584814	NC(=O)C=1C=CC=C(C1)CNC(=O)CC=2C=CC=C(C2)C(F)(F)F	-6.310000	5.601270	0.850260
262	Z228464528	N#CC=1N=CN(CC(=O)NC2=CC=CC(F)=C2)N1	-4.050000	4.455950	0.849780
263	Z1611890621	CC(C)C(C=1C=CC=CC1)N2C(=O)[C@H]3CCCCN3C2=O	-5.400000	5.963140	0.849700
264	Z1612529063	CC1(C)NC(=O)N(CC2=CC=CC(=C2)N3C=NC=N3)C1=O	-6.050000	6.294910	0.849120
265	Z917392630	CCS(=O)(=O)C=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)C3=NNC(C)=N3	-6.640000	6.543870	0.848840
266	Z241746546	O=C1C=CC(=CN1CC2=CSC(=N2)C3=CC=CO3)C(F)(F)F	-4.290000	6.540370	0.848810
267	Z131490084	O=C(C1=CC=C(Br)S1)N2CCCC2C3=NN=C4C=CC=CN34	-5.940000	6.442380	0.848780
268	Z4784428284	CC(=O)N1C=2C=CC=CC2C[C@@H]1C(=O)NC=3C=C(C=CC3Cl)C(N)=O	-5.900000	7.116140	0.848620
269	Z1642769456	CC=1C=CC(=CC1)C2CCCCN2C(=O)CC=3C=CN(C)N3	-5.700000	6.386740	0.848560
270	Z27622301	COC=1C=CC=2C(=COC2C1)CC(=O)NCC(C3=CC=CO3)N4CCCC4	-5.370000	6.462930	0.848440
271	Z1447742847	CCC1C(=O)NCCN1C(=O)C=2C=CC(=CC2)NC=3N=CC=CN3	-6.260000	6.147900	0.848400
272	Z1518415893	CC=1C=CSC1C(=O)NC=2C=NN(C2)C=3C=CC=CC3Br	-5.720000	6.756580	0.848260
273	Z1465657167	O=C(C1=CC(=NO1)C=2C=CC=3OCCC3C2)N4CCOC5=CC=CC=C54	-6.130000	6.380630	0.848200
274	Z1972658680	CN1C=C(C(=O)NC2=NNC(=N2)C3CCC3)C=4C=C(F)C=CC41	-6.130000	6.277880	0.847770
275	Z270743888	CC1=CC(=O)N2N=C(NC(C)C3=CC=CO3)SC2=N1	-4.960000	5.969670	0.847000
276	Z240918654	CN1C(=O)CC=2C=C(C=CC21)C3=CSC(=N3)C4=CC=CO4	-5.730000	5.497500	0.846790
277	Z1126824910	O=C(NC1=NC(=CS1)C=2C=CC=CN2)C=3SC=CC3C4CC4	-6.040000	6.187130	0.846680
278	Z1333274547	COC1=CSC(=C1)C(=O)NC2C=3C=CC=CC3CC2O	-5.740000	5.920200	0.846630
279	Z3347262919	O=C1NCC=2C=CC(=CC2N1)C=3C=CC=C(C3)COC4CCOC4	-7.400000	5.769200	0.846590
280	Z240867092	COC(=O)CC(NC(=O)CC1OC=2C=CC=CC2NC1=O)C3=CC=CS3	-5.570000	6.296250	0.846430
281	Z1445334991	CC=1C=CC=C(C1)CC(CNC(=O)C2=CC=CN2C)C(=O)O	-5.470000	6.204960	0.846150
282	Z364617198	CC=1N=C(C=CC1C(=O)NC=2C=CC(F)=C(C2)C(N)=O)C=3C=CC=CC3	-6.000000	7.085520	0.846110
283	Z1845339272	CC=1C=C(C=CC1OC2CCOCC2)NC(=O)N[C@@H](C)C(=O)N(C)C	-6.100000	6.021450	0.846080
284	Z3463385022	CC(C)(C)CC1CNC(=O)N(CC=2C=CC(Br)=CN2)C1=O	-5.940000	6.722490	0.845360
285	Z1626767502	O=C(CN1C(=O)NC2(CCCC2)C1=O)N3CC=C(C3)C=4C=CC=CC4	-6.400000	6.621310	0.845220
286	Z741448730	CC1=NC(=CS1)CNS(=O)(=O)C=2C=C(F)C=C(F)C2	-4.970000	6.497280	0.845130
287	Z2866902736	C#CCCC1(CCC(=O)N2CCN(CC=3C=CC=C(F)C3)C(=O)C2)N=N1	-5.510000	6.486800	0.845120
288	Z1974737669	O=C(N[C@@H]1C[C@H](C1)C=2C=CC=CC2)C=3C=C(NN3)C=4C=CC(F)=CC4	-6.180000	6.742570	0.844860
289	Z4463284591	CC=1C=CC=CC1C=2C=CC=CC2C(=O)N3CC=4C=NN(C)C4C3	-5.760000	6.533280	0.844710
290	Z338880106	O=C(C=1C=CC=CC1)N(CC2=CC=CO2)CC=3C=CC=C(Cl)C3	-5.350000	5.930120	0.843810
291	Z134714140	CC1(NC(=O)N(CC(=O)NC=2C=CC=CC2)C1=O)C=3C=CC(F)=C(F)C3	-5.150000	6.647470	0.843520
292	Z840798598	CC=1C=CC(=CC1C)C2CCCN2CC3=NC4=C(C=NN4C)C(=O)N3	-6.030000	7.061120	0.842920
293	Z2628778993	CC1=CC=C(CN(C(=O)CC2=CN=CC=C2C)C=3C=CC=4OCCOC4C3)S1	-5.960000	7.336830	0.842880
294	Z167439394	CC(C1=CC=CS1)N(C)C(=O)CC2=NNC(=O)C=3C=CC=CC23	-6.160000	6.058900	0.842690
295	Z336659894	CCC1=C(C=NN1C=2C=CC(C)=CC2)C(=O)NC=3C=CC=CN3	-5.290000	6.728010	0.842570
296	Z18847609	NC(=O)C=1C=CC=CC1NC(=O)CSC2=NN=CN2C=3C=CC=CC3	-5.730000	6.163770	0.842440
297	Z1097590052	NC=1N=CC=NC1C(=O)NC2=NN=C(S2)C=3C=CC=C(Cl)C3	-5.390000	6.446000	0.842320
298	Z3368930183	CC=1C=C(N=C(N1)C(F)(F)F)C(=O)NC(C)(C)C=2N=CON2	-5.560000	5.307130	0.842120
299	Z145079418	O=C(CC1=CSC(=N1)C=2C=CC=CC2Cl)N3CC(=O)NC4=CC=CC=C43	-6.720000	6.093590	0.841960
300	Z2227496341	CC(CC=1C=CC=CC1F)C(=O)N2CC=3C=NNC3C2	-5.480000	6.488090	0.841810
301	Z362554976	CC1=CC=2C=C(C=CC2N1)NS(=O)(=O)C=3C=CC=C(F)C3	-5.890000	6.651140	0.841700
302	Z90762859	CC1=CSC(=O)N1CC(=O)NC=2C=C(Cl)C=CC2C	-5.100000	6.539750	0.841370
303	Z2654721146	C[C@@H]1CN(C[C@H](C)O1)C2=NOC(CC=3C=CC(F)=CC3)=N2	-5.280000	5.593110	0.841350
304	Z997364576	O=C(CNC(=O)CN1C=CC=C(C1=O)C(F)(F)F)NC2=CC=CN=C2	-3.960000	5.498960	0.841190
305	Z1040530692	CC1(C)CC(CC(C)(C)N1)NC(=O)NC=2C=CC(=CC2)N3C=CN=N3	-6.240000	6.173100	0.841110
306	Z165186150	NC(=O)C=1C=CC(=CC1)S(=O)(=O)NCCC=2C=CC=CC2F	-6.620000	6.038910	0.840750
307	Z1837804115	CCS(=O)(=O)C=1C=CC(=CC1)C2=NC=3SC=C(C)C3C(=O)N2	-5.500000	6.225960	0.840700
308	Z995167372	COC=1C=CC(=CC1)N2C=NC3=C(C=NN3C=4C=CC(Cl)=CC4)C2=O	-5.080000	6.751220	0.840550
309	Z1736594903	O=C(NC=1C=CC=C2NC=CC12)N3CCC(CN4CCOCC4)C3	-5.980000	5.758760	0.839870
310	Z1442387712	O=C(NC=1C=CC=CC1SC=2C=CC=CC2)C(=O)NC3CCC=4NN=CC4C3	-7.100000	7.374010	0.839660
311	Z2604970064	CC1(C)CC(C1)NC(=O)NCC=2C=CC(O)=C(F)C2	-5.390000	5.310890	0.839370
312	Z955319086	COC=1C=CC(=CC1OC)C=2N=C(NC(=O)C=3C=CC=4COCC4C3)SC2C	-5.780000	6.525370	0.838810
313	Z363194600	COCC=1C=CC=CC1C(=O)NC2=NC(=CS2)C3=CC=C(F)C(F)=C3	-6.100000	5.610440	0.838780
314	Z16668517	CC1(NC(=O)N(CC=2C=CC=C(F)C2)C1=O)C=3C=CC=4OCOC4C3	-6.380000	6.706440	0.838720
315	Z4560504858	CC=1C=C(N=C(N1)C2CCC2)OC=3C=NC=C(C3)C=4C=CC=CC4	-6.200000	6.566110	0.838690
316	Z2777149376	N/A	-6.040000	6.789380	0.838670
317	Z3482424047	CC=1C=CC(=CN1)C=2C=CC=3CNC(=O)NC3C2	-5.370000	5.655720	0.838670
318	Z2376822937	O=C(O)C1CCC(CC1)NC(=O)C2=COC(=N2)C=3C(F)=CC=CC3F	-6.070000	6.383170	0.838330
319	Z649822312	O=C(NCC=1C=CNN1)C2=CC=C(NC2=O)C=3C=CC=CC3	-5.630000	6.102120	0.838230
320	Z90667324	C1=CC=C(C=C1)C2=NN=C3SC(=NN23)C=4C=CN=CC4	-6.500000	5.116160	0.837520
321	Z1919787188	CN1C=CC=C1C(=O)NC=2C=CC3=C(C2)CC(=O)N3C	-5.710000	5.398900	0.837440
322	Z769137124	COC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C=3NC4=CC=CC=C4C3Cl	-6.380000	6.908840	0.837290
323	Z1213699478	COC=1C=CC(=CC1)NC(=O)C2=CC(=O)C=3C=C(Cl)C=C(Cl)C3O2	-4.940000	6.587440	0.837270
324	Z2155400298	O=C1CCCC(CC2=NC(=NO2)C=3C=CC=C(C3)C(F)(F)F)N1	-6.470000	6.270180	0.836930
325	Z16781314	CCN1C(=O)C=2C(C)=C(C)SC2N=C1SCC(=O)N(C)CC3=CC=CO3	-4.890000	6.714220	0.836920
326	Z3369340317	C=1C=CC(=NC1)OCC2=NC(=NO2)C3=NNC=4CCCCC34	-6.290000	5.813930	0.836840
327	Z2983917027	CC=1C=C(SN1)N2C(=O)C(CC=3C=CC=CC3)N(C2=O)C4CC4	-5.990000	6.408510	0.836770
328	Z167660568	CCS(=O)(=O)N1CCC(CC1)C(=O)N2CCC3=C(C2)SC=4N=CN=C(N)C43	-6.060000	7.237820	0.836430
329	Z1095440870	COC=1C=CC(F)=CC1CN2C(=O)NC(C)(C2=O)C=3C=CC=CN3	-5.900000	5.627530	0.836400
330	Z2298725366	N#CC1(CCCCC1)C(=O)NCC2=NC(=NN2)C=3C=CC=CN3	-6.330000	6.149440	0.836150
331	Z89552286	CC1=C(OC=2C=CC=CC12)C(=O)N(C)C(C)C3=NC4=CC=CC=C4S3	-6.190000	6.574730	0.836130
332	Z368169116	O=C(NC=1C=CC=NC1)C=2C=C(NN2)C=3C=CC=CC3Cl	-6.400000	6.061140	0.836100
333	Z222977774	O=C(NC=1C=CC=C(Cl)C1)C=2C=CC=CC2CN3C(=O)CNC3=O	-6.080000	6.924290	0.835740
334	Z1247447641	CS(=O)(=O)CC1=NC(=CS1)C2=CC(F)=CC=C2F	-4.510000	4.355610	0.835680
335	Z1733681409	NC(=O)CCNC(=O)NC=1C=CC2=C(C1)CCC(=O)N2CC3CC3	-6.790000	6.341300	0.835100
336	Z962894072	NC(=O)C1CN(CCO1)C(=O)NC=2C=CC(=CC2)C(=O)NCC=3C=CC=CC3	-6.020000	6.324640	0.834850
337	Z230021888	CC(NC(=O)C=1C=CC=2SCC(=O)NC2C1)C=3C=CC=4OCOC4C3	-6.590000	6.701380	0.834760
338	Z1883266885	C1CC1C2=NN=C(O2)N3CCC4(C3)CCOCC4	-5.930000	5.257070	0.833360
339	Z16109020	COC(=O)C=1C=CC(=CC1)COC=2C=CC=3C=CC(=O)OC3C2	-5.390000	4.820780	0.833350
340	Z2607581213	O=C(O)C(C(=O)NC=1C=CC=C(C1)OC=2C=CC=NN2)C3CCCC3	-6.800000	6.000660	0.833140
341	Z30272512	CNC(=O)C=1C=CC=CC1OCC=2C=CC(Cl)=CC2	-4.960000	5.812430	0.833120
342	Z942123656	COC=1C=CC2=C(C1)CCN2C(=O)C=3C=CC=C4NN=CC34	-5.460000	6.374280	0.833050
343	Z2233221623	CCC=1C=CC(=CC1)C(C)(C)C(=O)NCC=2C=CC=C(CO)N2	-5.660000	6.620810	0.832840
344	Z333706430	O=C(CC=1C=CC=C(F)C1)NC=2C=CC=3OCCC3C2	-5.790000	6.091500	0.832830
345	Z1144868152	CC1=NN(C)C(C)=C1C=2C=C(NN2)C(=O)N3CCC4=CC=CC=C4C3C	-6.470000	7.032030	0.832580
346	Z1893345862	CC(C)C1CN(C(=O)C=2C=NC(=NC2)C(F)(F)F)C=3C=CC=CC31	-4.990000	6.884210	0.832290
347	Z1918715115	COC=1C=C(C)N=C(N1)N2CCCC(C2)N3CCCS3(=O)=O	-6.170000	6.137830	0.832200
348	Z1684858672	CC(C)CC=1C=C(NN1)C2=NC(=NO2)C3CCC=4C=CC=CC43	-7.140000	6.758780	0.832120
349	Z2963183958	CC1=CN2CCC(CC2=N1)C(=O)NCCC=3C(F)=CC(O)=CC3F	-5.630000	6.990590	0.832110
350	Z26493199	CC=1C=CC(=CC1NC(=O)C=2C=CC=3OCOC3C2)S(=O)(=O)N(C)C	-6.060000	6.467470	0.832060
351	Z1602502690	CC=1C=CN=C2C1NC(=O)CN2C(=O)C=3C=CC=C4N=CC=CC34	-6.270000	6.786520	0.832040
352	Z223139492	CC=1C=CC(=CC1Cl)N2C(=O)NC(C2=O)C(C)C	-5.640000	6.127290	0.831940
353	Z2123207380	CN1C=NC=2C(=CC=NC21)C(=O)N3CC(O)C4(CC4)C3	-4.910000	6.115240	0.831860
354	Z106478868	CC(C1=NC=2C=CC=CC2S1)N(C)CC3=CC(=O)N4C=CC=CC4=N3	-5.830000	6.492440	0.831570
355	Z2001336910	CC1(C)CNC(=O)CN1S(=O)(=O)C=2C=CC(=CC2Cl)[N+]([O-])=O	-6.800000	6.060850	0.831560
356	Z647910462	CC=1C=CC=2C(=COC2C1C)CC(=O)NCC3(CCOCC3)C(N)=O	-5.860000	6.627930	0.831500
357	Z56862940	CCCC1=CC(=O)NC(=N1)SCC(=O)NC2=NC(=CS2)C=3C=CC=CC3	-5.650000	7.000420	0.831410
358	Z1589626636	COC=1C=C(F)C=C(C1)NC(=O)N2CCN(CC2)C=3C=CC(F)=CN3	-4.420000	6.270510	0.831380
359	Z2992256461	CC=1C=CC(=CC1)C2=NOC(CC=3C=CN(CC(F)(F)F)N3)=N2	-5.310000	5.368230	0.831140
360	Z605661106	O=C(NC=1C=CC(=CC1)OC=2N=CC=CN2)C=3C=CC(=CC3)OC(F)F	-4.750000	6.471560	0.831140
361	Z223328200	O=C(NCC1=NN=C2CCCN12)C=3C=C(Cl)C=CC3F	-5.200000	5.904190	0.830960
362	Z3426152142	C#CCCC1(CCC(=O)N2CCCC(C#N)(C2)C=3C=CC=CN3)N=N1	-5.870000	7.063220	0.830450
363	Z109711720	CC1=CC(C)=C(CNC(=O)CC=2C=CC=C3C=CC=CC23)C(=O)N1	-6.020000	6.352740	0.830360
364	Z56919908	CC=1C=C(C)C=C(C1)C(=O)NC=2C=CC=C3C(=O)NC(=O)C23	-5.900000	6.061500	0.830340
365	Z1127136229	CC(C(N)=O)N1CCCC(CNC(=O)NC=2C=CC=C(F)C2)C1	-6.040000	6.389360	0.830300
366	Z3882200057	N/A	-6.360000	5.637750	0.830060
367	Z88522824	CS(=O)(=O)C=1C=CC(=CC1)C(=O)NC2=NN=C(S2)C=3C=CC=CC3	-6.360000	6.337530	0.829360
368	Z4617238189	COC(OC)C=1C=CC(C(=O)N(CC(F)(F)F)C2CC2)=C(O)N1	-3.850000	6.241420	0.829330
369	Z2295778451	CS(=O)(=O)C=1C=C(C=CC1F)NC(=O)N[C@@H]2C[C@H](C2)C=3C=CC(F)=CC3	-6.170000	6.160760	0.829240
370	Z28013717	O=C(CN1C(=O)COC=2C=CC=CC21)NC3=NC(=CS3)CN4CCCCC4	-5.730000	6.352710	0.829070
371	Z653656116	CCC=1N=C(NC(=O)C=2C=CC(=O)NN2)SC1C	-4.880000	5.089930	0.829070
372	Z54070018	CC=1C=CC2=NC(=CC(=O)N2C1)COC(=O)C3=CC=C(Cl)C(Cl)=C3	-6.250000	6.627900	0.828840
373	Z1230899844	CC1=NOC(C)=C1C(C)C(=O)NC=2C=C(NN2)C3CC4CCC3C4	-8.030000	6.854390	0.828820
374	Z2285260662	CC1=NC(COC=2C=CC(=CC2)C(=O)N3CC(=O)NC(C)C3)=NO1	-6.210000	6.605280	0.828750
375	Z1408591459	CN(C=1N=CN=C2NN=CC12)C(CCO)C=3C=CC=CC3	-4.760000	6.559590	0.828710
376	Z165104556	COC=1C=C(C=C(C1)C(=O)NC2=NC(=CS2)C3=CC=C(CNC(C)=O)O3)OC	-5.320000	6.748210	0.828240
377	Z1139314956	CC1=CC(C)=NN1CC2CCCCN2C(=O)C3=NNC4=CC=CC=C34	-6.250000	6.730900	0.828110
378	Z1367543907	COC=1C=CC=2OCCN(C(=O)C=3C=CN=C(C3)N4CCC(C)C4)C2C1	-5.310000	6.626400	0.828070
379	Z2569813243	CCC1(C)NC(=O)N(CCC2=CC(C)=CC(=C2)OC)C1=O	-5.760000	6.072690	0.827960
380	Z18317493	CC1=CC(=NO1)NC(=O)COC(=O)C=2C=CC=3C=CC=CC3C2	-5.660000	5.646030	0.827870
381	Z756779434	O=C(NC1=NN=C(N1)C(F)(F)F)C=2C=CN(N2)C3=CC=CC(Cl)=C3	-4.820000	6.519500	0.827850
382	Z3104923071	CCC1=CC=C2CN(CCC2=C1)C(=O)NCC3(C)CCC(=O)N3	-5.420000	6.436260	0.827680
383	Z1177698123	O=C(NCCC=1C=CC(O)=CC1)C=2C=NN3C=CC=CC23	-5.330000	6.699750	0.827510
384	Z362557946	O=S(=O)(NC=1C=CC=C(C1)CN2C=CC=N2)C=3C=CC(F)=CC3	-6.230000	6.333570	0.827500
385	Z943736254	COC=1C=CC2=C(C1)CCN2C(=O)C=3C=C(C)C(C)=C(C3)S(N)(=O)=O	-6.410000	6.254240	0.827400
386	Z2044472997	CCOC1(CCCC1)C(=O)N(C)C=2C=CC(=CC2)OC(C)C	-5.080000	6.383450	0.827220
387	Z284418396	CC=1OC=CC1C(=O)NC=2C=CC(=CN2)N3CCOCC3	-4.920000	5.782910	0.827060
388	Z369946126	O=C(NCCC=1C=CC=CC1F)NC2CCC(O)CC2	-5.510000	4.942490	0.826940
389	Z216644646	CC1=NN(C)C(C)=C1CC(=O)NC=2C=CN(C)N2	-4.920000	5.220690	0.826720
390	Z2991336492	O=C(C=1C=CC(=CC1)NCC2=NOC=3CCOCC23)N4CCOCC4	-5.780000	6.586000	0.826720
391	Z1836336625	O=S(=O)(CC=1C=CC(Cl)=C(F)C1)NC2CCOC3=CC=C(F)C=C32	-6.080000	6.825790	0.826310
392	Z2091779976	CC(C)C=1C=C(ON1)C(=O)N2CCCC(O)(CC2)C(F)(F)F	-3.270000	4.612310	0.826200
393	Z458047932	CC1OC=2C=CC(=CC2NC1=O)NC(=O)C3=CSC(=N3)C=4C=NN(C)C4	-6.270000	7.082540	0.826170
394	Z45686054	COC1=CC(=CC(=C1)OC)NS(=O)(=O)C=2C=CC=C(Br)C2	-6.020000	6.307360	0.825970
395	Z2983934562	CC=1C=CC(=C(Cl)C1C)N2C(=O)NC(C)(CN3C=CC=N3)C2=O	-5.810000	6.342140	0.825740
396	Z444119372	O=C(CCN1N=NC=2C=CC=CC2C1=O)N3CCCCC4=CC=CC=C43	-4.570000	6.176200	0.825530
397	Z2042244365	CC=1C=CC(=CC1C)C2(C)NC(=O)N(CC3=NN=NN3C)C2=O	-5.980000	6.404750	0.825490
398	Z28935691	O=C(CC1=CN2C=CSC2=N1)NC3=NC=C(CC4=CC(Cl)=CC=C4Cl)S3	-5.960000	7.222360	0.825170
